"","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB"
"4018","DY14-06","106",1,"2014-05-28 10:28","DY14-06 106 1 60BON 1",0,0,2014,5,56.4862,-165.987,148,150.8704,87,"DY14-06_56.4862_-165.987_2014-05-28 10:28_505",0,521,"5/28/2014",228355
"4019","DY14-06","113",1,"2014-05-28 21:30","DY14-06 113 1 60BON 1",0,0,2014,5,55.7893,-167.2842,148,204.99657,134,"DY14-06_55.7893_-167.2842_2014-05-28 21:30_505",0,521,"5/28/2014",228355
"4020","4MF03","33",2,"2003-05-20 17:35","4MF03 33 2 60BON 1",22.79742,37.37282,2003,5,56.69883,-160.61867,140,160.5445,68,"4MF03_56.69883_-160.61867_2003-05-20 17:35_505",6,125,"5/20/2003",255366
"4030","3DY08","13",3,"2008-05-15 0:55","3DY08 13 3 60BON 1",1687.84288,4327.80225,2008,5,56.3565,-160.8015,135,82.72097,48,"3DY08_56.3565_-160.8015_2008-05-15 0:55_335",358,331,"5/15/2008",227649
"4031","DY14-05","49",2,"2014-05-11 9:29","DY14-05 49 2 60BON 1",87.37818,143.24291,2014,5,58.2835,-170.098,131,111.69837,72,"DY14-05_58.2835_-170.098_2014-05-11 9:29_505",16,521,"5/11/2014",228355
"4033","4MF03","58",2,"2003-05-24 2:50","4MF03 58 2 60BON 1",0,0,2003,5,55.0305,-166.06867,144,344.82446,137,"4MF03_55.0305_-166.06867_2003-05-24 2:50_505",0,125,"5/24/2003",255366
"4047","3DY08","59",2,"2008-05-20 9:01","3DY08 59 2 60BON 1",10.45667,9.77259,2008,5,55.0555,-165.08366,140,306.98096,113,"3DY08_55.0555_-165.08366_2008-05-20 9:01_335",3,331,"5/20/2008",227649
"4048","3DY09","50",2,"2009-05-14 8:45","3DY09 50 2 60BON 1",522.8976,1275.36001,2009,5,55.30817,-163.338,134,80.76151,50,"3DY09_55.30817_-163.338_2009-05-14 8:45_505",103,311,"5/14/2009",225280
"4050","3DY08","65",2,"2008-05-21","3DY08 65 2 60BON 1",13.78458,11.20698,2008,5,54.91084,-166.4435,141,356.92044,153,"3DY08_54.91084_-166.4435_2008-05-21_335",4,331,"5/21/2008",227649
"4052","3MF79","G058A",2,"1979-06-27 6:44","3MF79 G058A 2 60BON 1",0,0,1979,6,56.80167,-170.8167,178,153.18828,105,"3MF79_56.80167_-170.8167_1979-06-27 6:44_505",0,126,"6/27/1979",227682
"4054","1AR07","6",2,"2007-06-15 2:11","1AR07 6 2 60BON 1",587.02321,1677.20916,2007,6,58.18683,-162.13167,166,70.35497,38,"1AR07_58.18683_-162.13167_2007-06-15 2:11_333",118,446,"6/15/2007",234261
"4055","1DY09","16",1,"2009-03-02 15:17","1DY09 16 1 60BON 1",0,0,2009,3,55.34233,-168.14084,61,683.54565,717,"1DY09_55.34233_-168.14084_2009-03-02 15:17_505",0,311,"3/2/2009",225280
"4056","1AR08","12",1,"2008-06-15 2:40","1AR08 12 1 60BON 1",122.94475,267.27121,2008,6,57.58333,-164.18333,166,71.08884,51,"1AR08_57.58333_-164.18333_2008-06-15 2:40_333",19,331,"6/15/2008",227649
"4057","1AR08","13",1,"2008-06-16 1:14","1AR08 13 1 60BON 2",0,0,2008,6,56.23333,-165.13333,167,100.91562,88,"1AR08_56.23333_-165.13333_2008-06-16 1:14_333",0,331,"6/16/2008",227649
"4058","1AR08","4",1,"2008-06-07 18:13","1AR08 4 1 60BON 2",102.27775,196.68798,2008,6,56.325,-161.61166,158,96.5997,59,"1AR08_56.325_-161.61166_2008-06-07 18:13_333",19,331,"6/7/2008",227649
"4059","1AR09","3",2,"2009-06-09 3:20","1AR09 3 2 60BON 1",14.84633,26.99333,2009,6,57.08583,-163.398,160,37.04619,58,"1AR09_57.08583_-163.398_2009-06-09 3:20_333",1,311,"6/9/2009",225280
"4070","3DY09","28",2,"2009-05-12 7:54","3DY09 28 2 60BON 1",64.06197,118.63327,2009,5,57.00033,-162.4545,132,109.5814,63,"3DY09_57.00033_-162.4545_2009-05-12 7:54_505",13,311,"5/12/2009",225280
"4073","4MF06","2",1,"2006-05-22 6:19","4MF06 2 1 60BON 1",0,0,2006,5,54.3995,-165.11433,142,161.13434,143,"4MF06_54.3995_-165.11433_2006-05-22 6:19_505",0,442,"5/22/2006",242629
"4076","DY14-06","64",1,"2014-05-25 16:17","DY14-06 64 1 60BON 2",0,0,2014,5,56.3233,-162.8073,145,118.99639,79,"DY14-06_56.3233_-162.8073_2014-05-25 16:17_505",0,521,"5/25/2014",228355
"4077","1AK10","13",2,"2010-06-20 1:25","1AK10 13 2 60BON 1",452.10547,2152.88321,2010,6,59.01683,-166.56183,171,32.97903,31,"1AK10_59.01683_-166.56183_2010-06-20 1:25_333",71,370,"6/20/2010",227957
"4078","1DY11","31",3,"2011-05-23 10:44","1DY11 31 3 60BON 1",271.75856,418.09009,2011,5,57.77217,-168.6575,143,143.50974,73,"1DY11_57.77217_-168.6575_2011-05-23 10:44_333",60,208,"5/23/2011",232110
"4079","1DY11","40",2,"2011-05-25 2:36","1DY11 40 2 60BON 1",344.11665,529.41023,2011,5,57.521,-167.0325,145,160.55602,71,"1DY11_57.521_-167.0325_2011-05-25 2:36_333",85,208,"5/25/2011",232110
"4080","1DY11","44",2,"2011-05-25 11:00","1DY11 44 2 60BON 1",41.20801,64.38751,2011,5,57.32667,-165.99333,145,139.77866,70,"1DY11_57.32667_-165.99333_2011-05-25 11:00_333",9,208,"5/25/2011",232110
"4081","1DY11","50",2,"2011-05-26 2:18","1DY11 50 2 60BON 1",38.26563,56.27299,2011,5,56.81017,-164.571,146,177.70515,75,"1DY11_56.81017_-164.571_2011-05-26 2:18_333",10,208,"5/26/2011",232110
"4082","1DY09","9",3,"2009-03-01 3:16","1DY09 9 3 60BON 1",0,0,2009,3,55.95183,-168.91316,60,767.83759,731,"1DY09_55.95183_-168.91316_2009-03-01 3:16_505",0,311,"3/1/2009",225280
"4083","1DY10","26",2,"2010-05-02 5:45","1DY10 26 2 60BON 2",0,0,2010,5,55.435,-168.08116,122,313.31931,208,"1DY10_55.435_-168.08116_2010-05-02 5:45_505",0,370,"5/2/2010",227957
"4087","2DY10","20",3,"2010-05-08 8:08","2DY10 20 3 60BON 2",0,0,2010,5,54.4155,-165.15384,128,360.7432,157,"2DY10_54.4155_-165.15384_2010-05-08 8:08_500",0,370,"5/8/2010",227957
"4088","2DY10","24",3,"2010-05-08 17:57","2DY10 24 3 60BON 2",0,0,2010,5,55.14183,-165.679,128,207.77612,122,"2DY10_55.14183_-165.679_2010-05-08 17:57_500",0,370,"5/8/2010",227957
"4089","4MF07","86",2,"2007-05-17 3:48","4MF07 86 2 60BON 1",0,0,2007,5,55.25633,-171.632,137,393.84088,3236,"4MF07_55.25633_-171.632_2007-05-17 3:48_505",0,446,"5/17/2007",234261
"4090","4MF94","152",3,"1994-04-29 19:15","4MF94 152 3 60BON 1",0,0,1994,4,53.63833,-167.29829,119,105.3564,78,"4MF94_53.63833_-167.29829_1994-04-29 19:15_333",0,158,"4/29/1994",261909
"4091","4MF06","3",1,"2006-05-22 8:52","4MF06 3 1 60BON 1",0,0,2006,5,54.27983,-164.71834,142,210.37213,100,"4MF06_54.27983_-164.71834_2006-05-22 8:52_505",0,442,"5/22/2006",242629
"4092","4MF07","11",2,"2007-05-09 9:20","4MF07 11 2 60BON 1",0,0,2007,5,55.75067,-169.20934,129,394.64191,1991,"4MF07_55.75067_-169.20934_2007-05-09 9:20_505",0,446,"5/9/2007",234261
"4093","4MF07","61",2,"2007-05-14 12:42","4MF07 61 2 60BON 1",0,0,2007,5,56.59,-171.96567,134,180.17938,138,"4MF07_56.59_-171.96567_2007-05-14 12:42_505",0,446,"5/14/2007",234261
"4094","4MF07","35",2,"2007-05-11 22:24","4MF07 35 2 60BON 1",0,0,2007,5,56.52767,-169.48351,131,112.76983,75,"4MF07_56.52767_-169.48351_2007-05-11 22:24_505",0,446,"5/11/2007",234261
"4096","2DY10","36",2,"2010-05-09 18:42","2DY10 36 2 60BON 2",1483.65356,3904.35148,2010,5,55.1855,-163.73216,129,91.43644,45,"2DY10_55.1855_-163.73216_2010-05-09 18:42_500",357,370,"5/9/2010",227957
"4098","4MF07","48",2,"2007-05-13 2:01","4MF07 48 2 60BON 1",0,0,2007,5,57.32583,-168.8015,133,103.48867,75,"4MF07_57.32583_-168.8015_2007-05-13 2:01_505",0,446,"5/13/2007",234261
"4099","4MF07","14",2,"2007-05-09 22:16","4MF07 14 2 60BON 1",0,0,2007,5,56.11167,-168.09117,129,178.15479,144,"4MF07_56.11167_-168.09117_2007-05-09 22:16_505",0,446,"5/9/2007",234261
"4100","4MF07","2",1,"2007-05-08 8:25","4MF07 2 1 60BON 1",0,0,2007,5,54.984,-167.98683,128,564.50525,1225,"4MF07_54.984_-167.98683_2007-05-08 8:25_505",0,446,"5/8/2007",234261
"4102","1HE07","12",2,"2007-04-13 1:25","1HE07 12 2 60BON 1",0,0,2007,4,56.9045,-164.84567,103,117.01743,72,"1HE07_56.9045_-164.84567_2007-04-13 1:25_333",0,446,"4/13/2007",234261
"4103","1HE07","132",4,"2007-04-29 7:09","1HE07 132 4 60BON 1",259.83369,298.65941,2007,4,57.95267,-171.05467,119,244.42558,90,"1HE07_57.95267_-171.05467_2007-04-29 7:09_333",73,446,"4/29/2007",234261
"4104","2MF03","9",2,"2003-03-05 22:54","2MF03 9 2 60BON 1",0,0,2003,3,57.85183,-168.87801,64,100.47599,72,"2MF03_57.85183_-168.87801_2003-03-05 22:54_333",0,125,"3/5/2003",255366
"4106","4MF94","18",1,"1994-04-17 6:28","4MF94 18 1 60BON 1",0,0,1994,4,55.315,-167.8483,107,254.5788,227,"4MF94_55.315_-167.8483_1994-04-17 6:28_333",0,158,"4/17/1994",261909
"4107","4MF94","146",1,"1994-04-28 19:20","4MF94 146 1 60BON 1",0,0,1994,4,54.28333,-165.75,118,110.3587,80,"4MF94_54.28333_-165.75_1994-04-28 19:20_333",0,158,"4/28/1994",261909
"4108","4MF94","25",1,"1994-04-17 20:05","4MF94 25 1 60BON 1",0,0,1994,4,54.865,-168.3783,107,292.10361,2204,"4MF94_54.865_-168.3783_1994-04-17 20:05_333",0,158,"4/17/1994",261909
"4109","4MF94","26",1,"1994-04-17 21:36","4MF94 26 1 60BON 1",0,0,1994,4,54.96833,-168.0033,107,299.53421,1427,"4MF94_54.96833_-168.0033_1994-04-17 21:36_333",0,158,"4/17/1994",261909
"4111","4MF94","56",2,"1994-04-20 11:10","4MF94 56 2 60BON 1",0,0,1994,4,53.98,-167.53,110,262.60809,1694,"4MF94_53.98_-167.53_1994-04-20 11:10_333",0,158,"4/20/1994",261909
"4112","4MF94","59",1,"1994-04-20 17:25","4MF94 59 1 60BON 1",0,0,1994,4,54.355,-166.41499,110,254.2056,669,"4MF94_54.355_-166.41499_1994-04-20 17:25_333",0,158,"4/20/1994",261909
"4113","4MF94","63",2,"1994-04-21 11:43","4MF94 63 2 60BON 1",0,0,1994,4,54.88,-168.04671,111,278.46771,1789,"4MF94_54.88_-168.04671_1994-04-21 11:43_333",0,158,"4/21/1994",261909
"4114","4MF07","77",2,"2007-05-16 7:00","4MF07 77 2 60BON 1",0,0,2007,5,56.14967,-171.5295,136,351.22705,2126,"4MF07_56.14967_-171.5295_2007-05-16 7:00_505",0,446,"5/16/2007",234261
"4115","1HE07","74",2,"2007-04-19 18:21","1HE07 74 2 60BON 1",0,0,2007,4,62.20417,-172.30499,109,90.993,56,"1HE07_62.20417_-172.30499_2007-04-19 18:21_333",0,446,"4/19/2007",234261
"4116","1HE07","76",2,"2007-04-20 0:48","1HE07 76 2 60BON 1",0,0,2007,4,62.638,-172.31084,110,65.97093,52,"1HE07_62.638_-172.31084_2007-04-20 0:48_333",0,446,"4/20/2007",234261
"4117","1HE07","38",2,"2007-04-15 5:34","1HE07 38 2 60BON 1",0,0,2007,4,58.94983,-170.32733,105,119.59747,72,"1HE07_58.94983_-170.32733_2007-04-15 5:34_333",0,446,"4/15/2007",234261
"4119","2AR09","19",2,"2009-06-30 3:55","2AR09 19 2 60BON 1",0,0,2009,6,58.30317,-171.65401,181,171.36824,93,"2AR09_58.30317_-171.65401_2009-06-30 3:55_333",0,311,"6/30/2009",225280
"4129","DY14-06","23",1,"2014-05-22 21:06","DY14-06 23 1 60BON 1",0,0,2014,5,55.484,-165.5105,142,191.93196,115,"DY14-06_55.484_-165.5105_2014-05-22 21:06_505",0,521,"5/22/2014",228355
"4134","5MF05","19",3,"2005-05-12 4:22","5MF05 19 3 60BON 1",314.9476,1124.81285,2005,5,56.47783,-160.40984,132,49.78606,36,"5MF05_56.47783_-160.40984_2005-05-12 4:22_505",56,283,"5/12/2005",249168
"4135","5MF05","21",2,"2005-05-12 8:52","5MF05 21 2 60BON 1",0,0,2005,5,56.72017,-159.61034,132,52.65111,32,"5MF05_56.72017_-159.61034_2005-05-12 8:52_505",0,283,"5/12/2005",249168
"4136","5MF05","29",2,"2005-05-13 10:00","5MF05 29 2 60BON 1",69.19015,168.75646,2005,5,57.402,-159.244,133,65.18269,49,"5MF05_57.402_-159.244_2005-05-13 10:00_505",11,283,"5/13/2005",249168
"4146","1OC88","D033E",1,"1988-03-21 8:36","1OC88 D033E 1 60BON 1",0,0,1988,3,54.405,-168.11169,80,372.5289,1219,"1OC88_54.405_-168.11169_1988-03-21 8:36_333",0,107,"3/21/1988",311661
"4147","5MF05","39",2,"2005-05-14 9:14","5MF05 39 2 60BON 1",50.88554,84.80923,2005,5,57.12283,-161.056,134,58.95585,69,"5MF05_57.12283_-161.056_2005-05-14 9:14_505",5,283,"5/14/2005",249168
"4148","5MF05","41",2,"2005-05-14 14:12","5MF05 41 2 60BON 1",13.88639,24.36208,2005,5,56.80367,-161.231,134,82.09479,65,"5MF05_56.80367_-161.231_2005-05-14 14:12_505",2,283,"5/14/2005",249168
"4149","3MF79","G056A",2,"1979-06-26 10:02","3MF79 G056A 2 60BON 1",0,0,1979,6,56.36667,-170.37331,177,141.5359,110,"3MF79_56.36667_-170.37331_1979-06-26 10:02_505",0,126,"6/26/1979",227682
"4150","DY14-06","66",1,"2014-05-25 19:15","DY14-06 66 1 60BON 1",0,0,2014,5,55.886,-162.3828,145,103.16463,63,"DY14-06_55.886_-162.3828_2014-05-25 19:15_505",0,521,"5/25/2014",228355
"4151","5MF05","48",2,"2005-05-15 6:27","5MF05 48 2 60BON 1",12.88557,17.41293,2005,5,56.33717,-161.81416,135,114.8572,83,"5MF05_56.33717_-161.81416_2005-05-15 6:27_505",2,283,"5/15/2005",249168
"4152","5MF05","5",3,"2005-05-10 14:45","5MF05 5 3 60BON 1",0,0,2005,5,54.94433,-164.50684,130,87.57993,45,"5MF05_54.94433_-164.50684_2005-05-10 14:45_505",0,283,"5/10/2005",249168
"4153","5MF05","69",2,"2005-05-17 3:47","5MF05 69 2 60BON 1",0,0,2005,5,55.72483,-164.75467,137,120.17922,94,"5MF05_55.72483_-164.75467_2005-05-17 3:47_505",0,283,"5/17/2005",249168
"4160","1MF99","41",1,"1999-04-17 18:13","1MF99 41 1 60BON 1",0,0,1999,4,56.30383,-163.8017,107,86.47892,89,"1MF99_56.30383_-163.8017_1999-04-17 18:13_505",0,112,"4/17/1999",246131
"4161","1MP91","G051A",2,"1991-04-20 23:45","1MP91 G051A 2 60BON 1",0,0,1991,4,56.48333,-165.9167,110,57.73877,81,"1MP91_56.48333_-165.9167_1991-04-20 23:45_333",0,81,"4/20/1991",284096
"4162","2MF98","16",2,"1998-04-10 15:05","2MF98 16 2 60BON 1",0,0,1998,4,55.083,-164.5342,100,153.8204,69,"2MF98_55.083_-164.5342_1998-04-10 15:05_505",0,16,"4/10/1998",244951
"4163","1MP91","G055A",1,"1991-04-22 14:00","1MP91 G055A 1 60BON 1",0,0,1991,4,55.2,-168.6833,112,288.59271,2200,"1MP91_55.2_-168.6833_1991-04-22 14:00_333",0,81,"4/22/1991",284096
"4171","0MF91","G012A",1,"1991-03-13 6:38","0MF91 G012A 1 60BON 1",0,0,1991,3,55.55333,-167.0083,72,194.27432,130,"0MF91_55.55333_-167.0083_1991-03-13 6:38_333",0,81,"3/13/1991",284096
"4172","1DN88","G171A",1,"1988-04-16 0:44","1DN88 G171A 1 60BON 2",0,0,1988,4,55.42,-165.45,106,141.51218,112,"1DN88_55.42_-165.45_1988-04-16 0:44_505",0,107,"4/16/1988",311661
"4173","1DN88","G183A",1,"1988-04-19 14:38","1DN88 G183A 1 60BON 2",18.61364,26.21639,1988,4,56.45,-164.6667,109,114.43223,80,"1DN88_56.45_-164.6667_1988-04-19 14:38_505",3,107,"4/19/1988",311661
"4174","1DN88","G193A",1,"1988-04-25 2:55","1DN88 G193A 1 60BON 2",0,0,1988,4,56.58833,-168.5833,115,98.49897,108,"1DN88_56.58833_-168.5833_1988-04-25 2:55_505",0,107,"4/25/1988",311661
"4175","1DN88","G197A",1,"1988-04-25 18:20","1DN88 G197A 1 60BON 2",0,0,1988,4,55.28333,-171.3833,115,250.43279,3196,"1DN88_55.28333_-171.3833_1988-04-25 18:20_505",0,107,"4/25/1988",311661
"4176","1MP91","G037A",1,"1991-04-18 20:40","1MP91 G037A 1 60BON 1",0,0,1991,4,54.5,-168.76669,108,306.94528,1400,"1MP91_54.5_-168.76669_1991-04-18 20:40_333",0,81,"4/18/1991",284096
"4177","1DY12","25",3,"2012-04-30 18:48","1DY12 25 3 60BON 1",0,0,2012,4,54.46667,-166.0307,120,463.9278,542,"1DY12_54.46667_-166.0307_2012-04-30 18:48_505",0,429,"4/30/2012",234044
"4179","DY14-06","232",1,"2014-06-07 1:56","DY14-06 232 1 60BON 1",0,0,2014,6,58.0287,-172.9322,158,169.45099,109,"DY14-06_58.0287_-172.9322_2014-06-07 1:56_505",0,521,"6/7/2014",228355
"4181","1DY12","34",1,"2012-05-01 23:14","1DY12 34 1 60BON 1",0,0,2012,5,55.19067,-169.1708,121,592.7486,2071,"1DY12_55.19067_-169.1708_2012-05-01 23:14_505",0,429,"5/1/2012",234044
"4183","DY14-06","42",1,"2014-05-24 5:33","DY14-06 42 1 60BON 1",0,0,2014,5,55.4038,-163.9397,144,143.71108,88,"DY14-06_55.4038_-163.9397_2014-05-24 5:33_505",0,521,"5/24/2014",228355
"4187","DY14-06","47",1,"2014-05-24 13:29","DY14-06 47 1 60BON 1",0,0,2014,5,55.9633,-163.9708,144,142.87277,92,"DY14-06_55.9633_-163.9708_2014-05-24 13:29_505",0,521,"5/24/2014",228355
"4188","DY14-06","196",1,"2014-06-04 16:24","DY14-06 196 1 60BON 1",0,0,2014,6,57.4927,-171.8957,155,228.58751,108,"DY14-06_57.4927_-171.8957_2014-06-04 16:24_505",0,521,"6/4/2014",228355
"4193","DY14-06","219",1,"2014-06-06 3:37","DY14-06 219 1 60BON 1",169.73452,265.21018,2014,6,59.3025,-170.8493,157,105.57664,73,"DY14-06_59.3025_-170.8493_2014-06-06 3:37_505",28,521,"6/6/2014",228355
"4194","DY14-06","73",1,"2014-05-26 6:11","DY14-06 73 1 60BON 2",0,0,2014,5,56.3408,-161.8042,146,151.11132,84,"DY14-06_56.3408_-161.8042_2014-05-26 6:11_505",0,521,"5/26/2014",228355
"4198","6MF95","95",1,"1995-04-26 9:41","6MF95 95 1 60BON 1",0,0,1995,4,55.029,-166.0657,116,203.27103,132,"6MF95_55.029_-166.0657_1995-04-26 9:41_333",0,275,"4/26/1995",257129
"4200","DY14-06","59",1,"2014-05-25 8:54","DY14-06 59 1 60BON 1",0,0,2014,5,56.2013,-163.1995,145,124.48173,85,"DY14-06_56.2013_-163.1995_2014-05-25 8:54_505",0,521,"5/25/2014",228355
"4203","6MF96","212",2,"1996-05-15 3:55","6MF96 212 2 60BON 1",0,0,1996,5,54.42483,-165.1277,135,217.67363,128,"6MF96_54.42483_-165.1277_1996-05-15 3:55_333",0,22,"5/15/1996",251194
"4207","6MF97","57",2,"1997-05-10 19:54","6MF97 57 2 60BON 1",0,0,1997,5,54.68067,-166.23267,130,370.97403,298,"6MF97_54.68067_-166.23267_1997-05-10 19:54_333",0,132,"5/10/1997",247943
"4209","7MF95","21",1,"1995-05-05 18:39","7MF95 21 1 60BON 1",0,0,1995,5,55.07417,-164.52431,125,87.40183,66,"7MF95_55.07417_-164.52431_1995-05-05 18:39_333",0,275,"5/5/1995",257129
"4210","7MF95","33",1,"1995-05-07 5:41","7MF95 33 1 60BON 1",0,0,1995,5,56.12833,-167.12331,127,161.63222,130,"7MF95_56.12833_-167.12331_1995-05-07 5:41_333",0,275,"5/7/1995",257129
"4211","7MF95","39",1,"1995-05-07 16:06","7MF95 39 1 60BON 1",42.89141,64.01703,1995,5,56.84567,-164.8322,127,93.72506,74,"7MF95_56.84567_-164.8322_1995-05-07 16:06_333",6,275,"5/7/1995",257129
"4212","7MF95","49",1,"1995-05-08 16:40","7MF95 49 1 60BON 1",0,0,1995,5,55.5705,-167.0687,128,170.94489,136,"7MF95_55.5705_-167.0687_1995-05-08 16:40_333",0,275,"5/8/1995",257129
"4214","7MF95","51",1,"1995-05-08 19:54","7MF95 51 1 60BON 1",0,0,1995,5,55.80767,-166.31821,128,178.57869,122,"7MF95_55.80767_-166.31821_1995-05-08 19:54_333",0,275,"5/8/1995",257129
"4215","7MF95","71",1,"1995-05-10 20:39","7MF95 71 1 60BON 1",6.72882,8.41102,1995,5,56.18333,-164.19,130,118.89161,84,"7MF95_56.18333_-164.19_1995-05-10 20:39_333",1,275,"5/10/1995",257129
"4218","DY14-06","15",1,"2014-05-22 5:13","DY14-06 15 1 60BON 1",0,0,2014,5,55.3678,-165.9,142,229.19921,121,"DY14-06_55.3678_-165.9_2014-05-22 5:13_505",0,521,"5/22/2014",228355
"4219","DY14-06","177",1,"2014-06-03 12:18","DY14-06 177 1 60BON 1",30.63572,49.41245,2014,6,57.6493,-169.6103,154,101.18908,72,"DY14-06_57.6493_-169.6103_2014-06-03 12:18_505",5,521,"6/3/2014",228355
"4220","DY14-06","154",1,"2014-06-01 21:50","DY14-06 154 1 60BON 2",0,0,2014,6,56.7478,-169.697,152,116.14228,77,"DY14-06_56.7478_-169.697_2014-06-01 21:50_505",0,521,"6/1/2014",228355
"4221","DY14-06","155",1,"2014-06-01 23:32","DY14-06 155 1 60BON 1",0,0,2014,6,56.868,-169.3255,152,125.49937,78,"DY14-06_56.868_-169.3255_2014-06-01 23:32_505",0,521,"6/1/2014",228355
"4222","6MF97","18",2,"1997-05-06 7:54","6MF97 18 2 60BON 1",0,0,1997,5,55.98667,-166.58299,126,123.99514,130,"6MF97_55.98667_-166.58299_1997-05-06 7:54_333",0,132,"5/6/1997",247943
"4223","5MF97","54",2,"1997-04-23 18:16","5MF97 54 2 60BON 2",0,0,1997,4,56.43367,-170.2175,113,177.13113,112,"5MF97_56.43367_-170.2175_1997-04-23 18:16_333",0,132,"4/23/1997",247943
"4225","6MF95","76",1,"1995-04-23 21:18","6MF95 76 1 60BON 1",0,0,1995,4,55.06717,-164.11301,113,40.96283,31,"6MF95_55.06717_-164.11301_1995-04-23 21:18_333",0,275,"4/23/1995",257129
"4230","DY14-06","184",1,"2014-06-03 22:28","DY14-06 184 1 60BON 1",0,0,2014,6,57.39,-171.3162,154,151.25979,97,"DY14-06_57.39_-171.3162_2014-06-03 22:28_505",0,521,"6/3/2014",228355
"4231","3MF93","14",1,"1993-04-17 6:01","3MF93 14 1 60BON 1",0,0,1993,4,55.57,-167.095,107,189.90888,134,"3MF93_55.57_-167.095_1993-04-17 6:01_333",0,119,"4/17/1993",268008
"4232","3MF93","15",1,"1993-04-17 7:28","3MF93 15 1 60BON 1",0,0,1993,4,55.45,-167.46831,107,170.10706,138,"3MF93_55.45_-167.46831_1993-04-17 7:28_333",0,119,"4/17/1993",268008
"4233","3MF93","18",1,"1993-04-17 12:56","3MF93 18 1 60BON 1",0,0,1993,4,54.79833,-166.8333,107,373.54324,282,"3MF93_54.79833_-166.8333_1993-04-17 12:56_333",0,119,"4/17/1993",268008
"4237","6MF97","27",2,"1997-05-07 1:20","6MF97 27 2 60BON 1",53.84542,84.13346,1997,5,56.76883,-164.33733,127,118.85877,74,"6MF97_56.76883_-164.33733_1997-05-07 1:20_333",10,132,"5/7/1997",247943
"4240","3MF93","26",1,"1993-04-18 6:16","3MF93 26 1 60BON 1",0,0,1993,4,54.89167,-167.395,108,426.68677,412,"3MF93_54.89167_-167.395_1993-04-18 6:16_333",0,119,"4/18/1993",268008
"4241","3MF93","45",1,"1993-04-19 21:28","3MF93 45 1 60BON 1",0,0,1993,4,54.315,-168.3033,109,430.58545,1531,"3MF93_54.315_-168.3033_1993-04-19 21:28_333",0,119,"4/19/1993",268008
"4243","3MF93","60",1,"1993-04-21 13:39","3MF93 60 1 60BON 1",0,0,1993,4,54.69833,-169.69501,111,387.53064,2668,"3MF93_54.69833_-169.69501_1993-04-21 13:39_333",0,119,"4/21/1993",268008
"4244","3MF93","66",1,"1993-04-22 2:33","3MF93 66 1 60BON 1",0,0,1993,4,54.97833,-168.0067,112,476.55502,1289,"3MF93_54.97833_-168.0067_1993-04-22 2:33_333",0,119,"4/22/1993",268008
"4245","3MF93","67",1,"1993-04-22 3:33","3MF93 67 1 60BON 1",0,0,1993,4,54.92333,-167.9433,112,452.87576,1604,"3MF93_54.92333_-167.9433_1993-04-22 3:33_333",0,119,"4/22/1993",268008
"4246","6MF95","82",1,"1995-04-24 7:08","6MF95 82 1 60BON 1",6.8271,12.88131,1995,4,55.64317,-163.16229,114,77.63184,60,"6MF95_55.64317_-163.16229_1995-04-24 7:08_333",1,275,"4/24/1995",257129
"4247","6MF95","88",1,"1995-04-24 20:06","6MF95 88 1 60BON 1",7.94911,10.19117,1995,4,55.74317,-163.75971,114,98.12415,88,"6MF95_55.74317_-163.75971_1995-04-24 20:06_333",1,275,"4/24/1995",257129
"4249","3MF93","69",1,"1993-04-22 6:09","3MF93 69 1 60BON 1",0,0,1993,4,54.82167,-167.82829,112,461.61621,1691,"3MF93_54.82167_-167.82829_1993-04-22 6:09_333",0,119,"4/22/1993",268008
"4250","3MF93","74",1,"1993-04-22 11:16","3MF93 74 1 60BON 1",0,0,1993,4,54.90333,-168.045,112,479.02899,1751,"3MF93_54.90333_-168.045_1993-04-22 11:16_333",0,119,"4/22/1993",268008
"4251","3MF93","80",1,"1993-04-22 18:13","3MF93 80 1 60BON 1",0,0,1993,4,54.74167,-168.12669,112,448.85468,1641,"3MF93_54.74167_-168.12669_1993-04-22 18:13_333",0,119,"4/22/1993",268008
"4252","4MF99","10",1,"1999-05-19 1:53","4MF99 10 1 60BON 1",0,0,1999,5,54.33833,-165.42,139,189.48827,150,"4MF99_54.33833_-165.42_1999-05-19 1:53_505",0,112,"5/19/1999",246131
"4253","4MF99","8",1,"1999-05-18 23:06","4MF99 8 1 60BON 1",0,0,1999,5,54.40583,-165.1248,138,176.71283,142,"4MF99_54.40583_-165.1248_1999-05-18 23:06_505",0,112,"5/18/1999",246131
"4254","6MF95","118",1,"1995-04-28 7:30","6MF95 118 1 60BON 1",80.27495,107.03327,1995,4,56.48667,-165.9838,118,102.77178,83,"6MF95_56.48667_-165.9838_1995-04-28 7:30_333",11,275,"4/28/1995",257129
"4255","6MF95","129",1,"1995-04-29 3:01","6MF95 129 1 60BON 1",21.66451,32.3351,1995,4,56.50483,-165.00349,119,92.77845,76,"6MF95_56.50483_-165.00349_1995-04-29 3:01_333",3,275,"4/29/1995",257129
"4256","6MF95","133",1,"1995-04-29 9:32","6MF95 133 1 60BON 1",6.93525,10.50796,1995,4,56.74533,-164.2308,119,95.16596,70,"6MF95_56.74533_-164.2308_1995-04-29 9:32_333",1,275,"4/29/1995",257129
