"","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB"
"5226","DY16-07","196",1,"2016-06-06 15:50","DY16-07 196 1 60BON 1",0,0,2016,6,56.7733,-168.7365,157,184.94,103,"DY16-07_56.7733_-168.7365_2016-06-06 15:50_505",0,409,"6/6/2016",213914
"5227","DY16-07","197",1,"2016-06-06 17:54","DY16-07 197 1 60BON 1",0,0,2016,6,57.1075,-168.5827,157,129.588,81,"DY16-07_57.1075_-168.5827_2016-06-06 17:54_505",0,409,"6/6/2016",213914
"5228","DY16-07","66",1,"2016-05-25 6:16","DY16-07 66 1 60BON 1",10.78268,23.44061,2016,5,57.4207,-163.8987,145,42.661,56,"DY16-07_57.4207_-163.8987_2016-05-25 6:16_505",1,409,"5/25/2016",213914
"5229","DY16-07","65",1,"2016-05-25 4:19","DY16-07 65 1 60BON 1",0,0,2016,5,57.7618,-163.7348,145,71.407,47,"DY16-07_57.7618_-163.7348_2016-05-25 4:19_505",0,409,"5/25/2016",213914
"5230","DY16-07","67",1,"2016-05-25 8:13","DY16-07 67 1 60BON 1",0,0,2016,5,57.0835,-164.0622,145,116.132,69,"DY16-07_57.0835_-164.0622_2016-05-25 8:13_505",0,409,"5/25/2016",213914
"5231","DY16-07","169",1,"2016-06-04 6:14","DY16-07 169 1 60BON 1",0,0,2016,6,57.171,-171.0923,155,200.154,100,"DY16-07_57.171_-171.0923_2016-06-04 6:14_505",0,409,"6/4/2016",213914
"5232","DY16-07","170",1,"2016-06-04 8:26","DY16-07 170 1 60BON 1",0,0,2016,6,57.5072,-170.9457,155,144.343,90,"DY16-07_57.5072_-170.9457_2016-06-04 8:26_505",0,409,"6/4/2016",213914
"5233","DY16-07","171",1,"2016-06-04 10:36","DY16-07 171 1 60BON 1",0,0,2016,6,57.8477,-170.8023,155,128.288,87,"DY16-07_57.8477_-170.8023_2016-06-04 10:36_505",0,409,"6/4/2016",213914
"5234","DY16-07","172",1,"2016-06-04 12:43","DY16-07 172 1 60BON 1",0,0,2016,6,58.1877,-170.6625,155,141.056,83,"DY16-07_58.1877_-170.6625_2016-06-04 12:43_505",0,409,"6/4/2016",213914
"5235","DY16-07","173",1,"2016-06-04 14:45","DY16-07 173 1 60BON 1",0,0,2016,6,58.0913,-170.0638,155,82.34,76,"DY16-07_58.0913_-170.0638_2016-06-04 14:45_505",0,409,"6/4/2016",213914
"5236","DY16-07","174",1,"2016-06-04 16:49","DY16-07 174 1 60BON 1",0,0,2016,6,57.7508,-170.2068,155,142.202,77,"DY16-07_57.7508_-170.2068_2016-06-04 16:49_505",0,409,"6/4/2016",213914
"5237","DY16-07","68",1,"2016-05-25 10:10","DY16-07 68 1 60BON 1",0,0,2016,5,56.742,-164.2315,145,124.695,75,"DY16-07_56.742_-164.2315_2016-05-25 10:10_505",0,409,"5/25/2016",213914
"5238","DY16-07","69",1,"2016-05-25 12:12","DY16-07 69 1 60BON 1",0,0,2016,5,56.401,-164.3987,145,167.432,84,"DY16-07_56.401_-164.3987_2016-05-25 12:12_505",0,409,"5/25/2016",213914
"5239","DY16-07","70",1,"2016-05-25 14:19","DY16-07 70 1 60BON 1",0,0,2016,5,56.0617,-164.5733,145,174.466,93,"DY16-07_56.0617_-164.5733_2016-05-25 14:19_505",0,409,"5/25/2016",213914
"5240","DY16-07","71",1,"2016-05-25 16:26","DY16-07 71 1 60BON 1",0,0,2016,5,55.7243,-164.743,145,210.016,97,"DY16-07_55.7243_-164.743_2016-05-25 16:26_505",0,409,"5/25/2016",213914
"5241","DY16-07","72",1,"2016-05-25 18:39","DY16-07 72 1 60BON 1",0,0,2016,5,55.4038,-164.9168,145,218.579,107,"DY16-07_55.4038_-164.9168_2016-05-25 18:39_505",0,409,"5/25/2016",213914
"5242","DY16-07","73",1,"2016-05-25 20:51","DY16-07 73 1 60BON 1",0,0,2016,5,55.4818,-165.512,145,256.117,114,"DY16-07_55.4818_-165.512_2016-05-25 20:51_505",0,409,"5/25/2016",213914
"5243","DY16-07","74",1,"2016-05-25 23:10","DY16-07 74 1 60BON 1",4.48539,4.823,2016,5,55.8212,-165.3435,145,207.34,103,"DY16-07_55.8212_-165.3435_2016-05-25 23:10_505",1,409,"5/25/2016",213914
"5244","DY16-07","175",1,"2016-06-04 18:52","DY16-07 175 1 60BON 1",0,0,2016,6,57.413,-170.3577,155,127.906,73,"DY16-07_57.413_-170.3577_2016-06-04 18:52_505",0,409,"6/4/2016",213914
"5245","DY16-07","176",1,"2016-06-04 20:54","DY16-07 176 1 60BON 1",0,0,2016,6,57.0713,-170.5012,155,98.395,73,"DY16-07_57.0713_-170.5012_2016-06-04 20:54_505",0,409,"6/4/2016",213914
"5246","DY16-07","177",1,"2016-06-04 22:57","DY16-07 177 1 60BON 1",0,0,2016,6,56.733,-170.6518,155,190.291,113,"DY16-07_56.733_-170.6518_2016-06-04 22:57_505",0,409,"6/4/2016",213914
"5247","DY16-07","178",1,"2016-06-05 1:06","DY16-07 178 1 60BON 1",0,0,2016,6,56.3942,-170.8023,156,207.799,126,"DY16-07_56.3942_-170.8023_2016-06-05 1:06_505",0,409,"6/5/2016",213914
"5248","DY16-07","179",1,"2016-06-05 4:07","DY16-07 179 1 60BON 1",0,0,2016,6,55.9595,-170.3673,156,481.883,887,"DY16-07_55.9595_-170.3673_2016-06-05 4:07_505",0,409,"6/5/2016",213914
"5249","DY16-07","180",1,"2016-06-05 6:17","DY16-07 180 1 60BON 1",0,0,2016,6,56.2905,-170.2168,156,168.349,117,"DY16-07_56.2905_-170.2168_2016-06-05 6:17_505",0,409,"6/5/2016",213914
"5250","DY16-07","181",1,"2016-06-05 8:21","DY16-07 181 1 60BON 1",0,0,2016,6,56.6318,-170.0635,156,154.282,101,"DY16-07_56.6318_-170.0635_2016-06-05 8:21_505",0,409,"6/5/2016",213914
"5251","DY16-06","83",2,"2016-05-13 4:37","DY16-06 83 2 60BON 1",0,0,2016,5,54.942,-164.9988,133,153.059,92,"DY16-06_54.942_-164.9988_2016-05-13 4:37_333",0,409,"5/13/2016",213914
"5252","DY16-06","88",2,"2016-05-13 11:09","DY16-06 88 2 60BON 1",0,0,2016,5,54.8152,-165.8635,133,234.022,163,"DY16-06_54.8152_-165.8635_2016-05-13 11:09_333",0,409,"5/13/2016",213914
"5253","DY16-07","75",1,"2016-05-26 1:27","DY16-07 75 1 60BON 1",0,0,2016,5,56.164,-165.173,146,100.841,93,"DY16-07_56.164_-165.173_2016-05-26 1:27_505",0,409,"5/26/2016",213914
"5254","DY16-07","76",1,"2016-05-26 3:27","DY16-07 76 1 60BON 1",0,0,2016,5,56.5032,-165.003,146,154.129,79,"DY16-07_56.5032_-165.003_2016-05-26 3:27_505",0,409,"5/26/2016",213914
"5255","DY16-07","77",1,"2016-05-26 5:25","DY16-07 77 1 60BON 1",0,0,2016,5,56.8413,-164.8352,146,118.426,73,"DY16-07_56.8413_-164.8352_2016-05-26 5:25_505",0,409,"5/26/2016",213914
"5256","DY16-07","78",1,"2016-05-26 7:19","DY16-07 78 1 60BON 1",0,0,2016,5,57.1802,-164.6682,146,75.077,69,"DY16-07_57.1802_-164.6682_2016-05-26 7:19_505",0,409,"5/26/2016",213914
"5257","DY16-07","79",1,"2016-05-26 9:14","DY16-07 79 1 60BON 1",0,0,2016,5,57.523,-164.5028,146,102.447,60,"DY16-07_57.523_-164.5028_2016-05-26 9:14_505",0,409,"5/26/2016",213914
"5258","DY16-07","80",1,"2016-05-26 11:06","DY16-07 80 1 60BON 1",42.0428,113.62919,2016,5,57.8597,-164.3427,146,79.205,48,"DY16-07_57.8597_-164.3427_2016-05-26 11:06_505",9,409,"5/26/2016",213914
"5259","DY16-07","81",1,"2016-05-26 13:09","DY16-07 81 1 60BON 1",0,0,2016,5,58.2003,-164.172,146,69.19,44,"DY16-07_58.2003_-164.172_2016-05-26 13:09_505",0,409,"5/26/2016",213914
"5260","DY16-07","182",1,"2016-06-05 10:20","DY16-07 182 1 60BON 1",0,0,2016,6,56.9692,-169.9197,156,104.205,71,"DY16-07_56.9692_-169.9197_2016-06-05 10:20_505",0,409,"6/5/2016",213914
"5261","DY16-07","183",1,"2016-06-05 12:23","DY16-07 183 1 60BON 1",0,0,2016,6,57.3125,-169.7642,156,85.551,56,"DY16-07_57.3125_-169.7642_2016-06-05 12:23_505",0,409,"6/5/2016",213914
"5262","DY16-07","184",1,"2016-06-05 14:17","DY16-07 184 1 60BON 1",0,0,2016,6,57.6488,-169.6195,156,132.646,75,"DY16-07_57.6488_-169.6195_2016-06-05 14:17_505",0,409,"6/5/2016",213914
"5263","DY16-07","185",1,"2016-06-05 16:13","DY16-07 185 1 60BON 1",0,0,2016,6,57.9878,-169.4712,156,90.52,73,"DY16-07_57.9878_-169.4712_2016-06-05 16:13_505",0,409,"6/5/2016",213914
"5264","DY16-07","186",1,"2016-06-05 18:11","DY16-07 186 1 60BON 1",0,0,2016,6,58.3258,-169.33,156,130.505,72,"DY16-07_58.3258_-169.33_2016-06-05 18:11_505",0,409,"6/5/2016",213914
"5265","DY16-07","42",1,"2016-05-23 7:10","DY16-07 42 1 60BON 1",5.00083,11.11296,2016,5,57.4608,-161.8883,143,89.985,54,"DY16-07_57.4608_-161.8883_2016-05-23 7:10_505",1,409,"5/23/2016",213914
"5266","DY16-07","43",1,"2016-05-23 9:04","DY16-07 43 1 60BON 1",3.47966,8.9222,2016,5,57.7987,-161.7198,143,112.08,50,"DY16-07_57.7987_-161.7198_2016-05-23 9:04_505",1,409,"5/23/2016",213914
"5267","DY16-07","44",1,"2016-05-23 10:55","DY16-07 44 1 60BON 1",0,0,2016,5,58.138,-161.5552,143,64.22,38,"DY16-07_58.138_-161.5552_2016-05-23 10:55_505",0,409,"5/23/2016",213914
"5268","DY16-07","45",1,"2016-05-23 12:50","DY16-07 45 1 60BON 1",0,0,2016,5,58.2352,-162.1758,143,77.447,41,"DY16-07_58.2352_-162.1758_2016-05-23 12:50_505",0,409,"5/23/2016",213914
"5269","DY16-07","46",1,"2016-05-23 14:45","DY16-07 46 1 60BON 1",0,0,2016,5,57.8982,-162.3435,143,62.233,42,"DY16-07_57.8982_-162.3435_2016-05-23 14:45_505",0,409,"5/23/2016",213914
"5270","DY16-06","89",3,"2016-05-13 13:46","DY16-06 89 3 60BON 1",0,0,2016,5,54.7515,-166.0592,133,386.011,221,"DY16-06_54.7515_-166.0592_2016-05-13 13:46_333",0,409,"5/13/2016",213914
"5271","DY16-07","151",1,"2016-06-02 15:02","DY16-07 151 1 60BON 1",0,0,2016,6,58.2893,-171.2563,153,211.622,94,"DY16-07_58.2893_-171.2563_2016-06-02 15:02_505",0,409,"6/2/2016",213914
"5272","DY16-07","152",1,"2016-06-02 17:15","DY16-07 152 1 60BON 1",0,0,2016,6,57.9522,-171.3958,153,192.508,98,"DY16-07_57.9522_-171.3958_2016-06-02 17:15_505",0,409,"6/2/2016",213914
"5273","DY16-07","153",1,"2016-06-02 19:19","DY16-07 153 1 60BON 1",0,0,2016,6,58.0515,-171.9843,153,231.194,106,"DY16-07_58.0515_-171.9843_2016-06-02 19:19_505",0,409,"6/2/2016",213914
"5274","DY16-07","154",1,"2016-06-02 21:25","DY16-07 154 1 60BON 1",0,0,2016,6,58.154,-172.5762,153,219.038,108,"DY16-07_58.154_-172.5762_2016-06-02 21:25_505",0,409,"6/2/2016",213914
"5275","DY16-07","155",1,"2016-06-02 23:43","DY16-07 155 1 60BON 1",0,0,2016,6,57.815,-172.7075,153,209.481,118,"DY16-07_57.815_-172.7075_2016-06-02 23:43_505",0,409,"6/2/2016",213914
"5276","DY16-07","83",1,"2016-05-26 17:12","DY16-07 83 1 60BON 1",0,0,2016,5,58.8805,-163.8713,146,43.425,29,"DY16-07_58.8805_-163.8713_2016-05-26 17:12_505",0,409,"5/26/2016",213914
"5277","DY16-07","84",1,"2016-05-26 19:12","DY16-07 84 1 60BON 1",0,0,2016,5,59.6185,-163.7882,146,26.682,23,"DY16-07_59.6185_-163.7882_2016-05-26 19:12_505",0,409,"5/26/2016",213914
"5278","DY16-07","85",1,"2016-05-26 21:09","DY16-07 85 1 60BON 1",0,0,2016,5,59.3172,-164.3365,146,25.153,23,"DY16-07_59.3172_-164.3365_2016-05-26 21:09_505",0,409,"5/26/2016",213914
"5279","DY16-07","86",1,"2016-05-26 23:13","DY16-07 86 1 60BON 1",0,0,2016,5,58.9805,-164.4827,146,49.389,29,"DY16-07_58.9805_-164.4827_2016-05-26 23:13_505",0,409,"5/26/2016",213914
"5280","DY16-07","156",1,"2016-06-03 1:53","DY16-07 156 1 60BON 1",0,0,2016,6,57.4732,-172.8427,154,242.203,125,"DY16-07_57.4732_-172.8427_2016-06-03 1:53_505",0,409,"6/3/2016",213914
"5281","DY16-07","47",1,"2016-05-23 16:38","DY16-07 47 1 60BON 1",0,0,2016,5,57.5585,-162.5102,143,68.196,48,"DY16-07_57.5585_-162.5102_2016-05-23 16:38_505",0,409,"5/23/2016",213914
"5282","DY16-07","49",1,"2016-05-23 20:25","DY16-07 49 1 60BON 1",0,0,2016,5,56.8798,-162.8538,143,90.597,65,"DY16-07_56.8798_-162.8538_2016-05-23 20:25_505",0,409,"5/23/2016",213914
"5283","DY16-07","50",1,"2016-05-23 22:18","DY16-07 50 1 60BON 1",0,0,2016,5,56.5407,-163.0248,143,114.221,78,"DY16-07_56.5407_-163.0248_2016-05-23 22:18_505",0,409,"5/23/2016",213914
"5284","DY16-07","51",1,"2016-05-24 0:07","DY16-07 51 1 60BON 1",0,0,2016,5,56.2035,-163.1993,144,146.331,84,"DY16-07_56.2035_-163.1993_2016-05-24 0:07_505",0,409,"5/24/2016",213914
"5285","DY16-07","87",1,"2016-05-27 1:12","DY16-07 87 1 60BON 1",153.18048,547.07316,2016,5,58.6402,-164.641,147,60.321,39,"DY16-07_58.6402_-164.641_2016-05-27 1:12_505",33,409,"5/27/2016",213914
"5286","DY16-07","82",1,"2016-05-26 15:09","DY16-07 82 1 60BON 1",0,0,2016,5,58.5385,-164.0257,146,52.37,37,"DY16-07_58.5385_-164.0257_2016-05-26 15:09_505",0,409,"5/26/2016",213914
"5287","DY16-07","88",1,"2016-05-27 3:04","DY16-07 88 1 60BON 1",0,0,2016,5,58.3013,-164.7968,147,74.312,45,"DY16-07_58.3013_-164.7968_2016-05-27 3:04_505",0,409,"5/27/2016",213914
"5288","DY16-07","89",1,"2016-05-27 5:03","DY16-07 89 1 60BON 1",41.01432,105.16491,2016,5,57.9645,-164.9522,147,76.071,48,"DY16-07_57.9645_-164.9522_2016-05-27 5:03_505",8,409,"5/27/2016",213914
"5289","DY16-07","187",1,"2016-06-05 20:14","DY16-07 187 1 60BON 1",0,0,2016,6,58.228,-168.7295,156,138.686,71,"DY16-07_58.228_-168.7295_2016-06-05 20:14_505",0,409,"6/5/2016",213914
"5290","DY16-07","52",1,"2016-05-24 2:02","DY16-07 52 1 60BON 1",0,0,2016,5,55.8642,-163.376,144,154.97,90,"DY16-07_55.8642_-163.376_2016-05-24 2:02_505",0,409,"5/24/2016",213914
"5291","DY16-07","48",1,"2016-05-23 18:32","DY16-07 48 1 60BON 1",0,0,2016,5,57.2212,-162.6802,143,73.242,56,"DY16-07_57.2212_-162.6802_2016-05-23 18:32_505",0,409,"5/23/2016",213914
"5292","DY16-07","53",1,"2016-05-24 3:59","DY16-07 53 1 60BON 1",0,0,2016,5,55.965,-163.9675,144,167.891,92,"DY16-07_55.965_-163.9675_2016-05-24 3:59_505",0,409,"5/24/2016",213914
"5293","DY16-07","157",1,"2016-06-03 4:07","DY16-07 157 1 60BON 1",0,0,2016,6,57.1383,-172.984,154,220.108,122,"DY16-07_57.1383_-172.984_2016-06-03 4:07_505",0,409,"6/3/2016",213914
"5294","DY16-07","158",1,"2016-06-03 6:17","DY16-07 158 1 60BON 1",0,0,2016,6,56.7967,-173.1315,154,300.154,144,"DY16-07_56.7967_-173.1315_2016-06-03 6:17_505",0,409,"6/3/2016",213914
"5295","DY16-07","188",2,"2016-06-05 22:34","DY16-07 188 2 60BON 1",0,0,2016,6,57.8908,-168.8785,156,117.89,74,"DY16-07_57.8908_-168.8785_2016-06-05 22:34_505",0,409,"6/5/2016",213914
"5296","DY16-07","189",1,"2016-06-06 0:45","DY16-07 189 1 60BON 1",0,0,2016,6,57.5482,-169.0285,157,29.358,73,"DY16-07_57.5482_-169.0285_2016-06-06 0:45_505",0,409,"6/6/2016",213914
"5297","DY16-07","190",1,"2016-06-06 2:51","DY16-07 190 1 60BON 1",0,0,2016,6,57.2115,-169.1753,157,123.701,80,"DY16-07_57.2115_-169.1753_2016-06-06 2:51_505",0,409,"6/6/2016",213914
"5298","DY16-07","191",1,"2016-06-06 5:03","DY16-07 191 1 60BON 1",0,0,2016,6,56.8722,-169.3238,157,128.747,81,"DY16-07_56.8722_-169.3238_2016-06-06 5:03_505",0,409,"6/6/2016",213914
"5299","DY16-07","159",1,"2016-06-03 8:26","DY16-07 159 1 60BON 1",0,0,2016,6,56.6928,-172.551,154,243.044,137,"DY16-07_56.6928_-172.551_2016-06-03 8:26_505",0,409,"6/3/2016",213914
"5300","DY16-07","160",1,"2016-06-03 10:46","DY16-07 160 1 60BON 1",0,0,2016,6,57.0298,-172.4037,154,212.921,125,"DY16-07_57.0298_-172.4037_2016-06-03 10:46_505",0,409,"6/3/2016",213914
"5301","DY16-07","161",1,"2016-06-03 13:06","DY16-07 161 1 60BON 1",0,0,2016,6,57.3732,-172.2667,154,211.392,114,"DY16-07_57.3732_-172.2667_2016-06-03 13:06_505",0,409,"6/3/2016",213914
"5302","DY16-07","162",1,"2016-06-03 15:23","DY16-07 162 1 60BON 1",0,0,2016,6,57.7113,-172.1243,154,199.542,111,"DY16-07_57.7113_-172.1243_2016-06-03 15:23_505",0,409,"6/3/2016",213914
"5303","DY16-07","54",1,"2016-05-24 5:53","DY16-07 54 1 60BON 1",0,0,2016,5,56.3017,-163.8002,144,138.533,87,"DY16-07_56.3017_-163.8002_2016-05-24 5:53_505",0,409,"5/24/2016",213914
"5304","DY16-06","7",6,"2016-05-05 11:37","DY16-06 7 6 60BON 1",0,0,2016,5,56.8738,-164.0502,125,51.3,72,"DY16-06_56.8738_-164.0502_2016-05-05 11:37_333",0,409,"5/5/2016",213914
"5305","DY16-06","8",2,"2016-05-05 13:48","DY16-06 8 2 60BON 1",0,0,2016,5,56.6765,-163.8692,125,128.823,76,"DY16-06_56.6765_-163.8692_2016-05-05 13:48_333",0,409,"5/5/2016",213914
"5439","2DY12","106",1,"2012-05-24 11:13","2DY12 106 1 60BON 1",844.61845,1593.61973,2012,5,57.477,-160.8837,144,82.8303,62,"2DY12_57.477_-160.8837_2012-05-24 11:13_505",132,429,"5/24/2012",234044
"5440","2DY12","25",1,"2012-05-18 21:22","2DY12 25 1 60BON 1",0,0,2012,5,55.82583,-165.3453,138,192.1214,104,"2DY12_55.82583_-165.3453_2012-05-18 21:22_505",0,429,"5/18/2012",234044
"5441","2DY12","29",1,"2012-05-19 4:35","2DY12 29 1 60BON 1",97.03763,138.62518,2012,5,56.7075,-166.1973,139,209.1972,81,"2DY12_56.7075_-166.1973_2012-05-19 4:35_505",29,429,"5/19/2012",234044
"5442","3TT05","35",2,"2005-05-19 0:04","3TT05 35 2 60BON 1",525.84474,973.78655,2005,5,59.90033,-174.52234,139,22.59222,112,"3TT05_59.90033_-174.52234_2005-05-19 0:04_333",22,283,"5/19/2005",249168
"5443","3MF02","21",2,"2002-05-14 21:31","3MF02 21 2 60BON 1",0,0,2002,5,55.30583,-163.34584,134,78.95261,52,"3MF02_55.30583_-163.34584_2002-05-14 21:31_505",0,236,"5/14/2002",255755
"5445","2DY12","85",1,"2012-05-23 0:43","2DY12 85 1 60BON 1",583.98115,811.08493,2012,5,56.3445,-161.8128,143,126.9904,82,"2DY12_56.3445_-161.8128_2012-05-23 0:43_505",103,429,"5/23/2012",234044
"5446","2DY12","189",2,"2012-05-31 23:13","2DY12 189 2 60BON 1",1102.04341,1184.99292,2012,5,57.95433,-171.4073,151,193.2501,97,"2DY12_57.95433_-171.4073_2012-05-31 23:13_505",229,429,"5/31/2012",234044
"5452","3DY09","64",2,"2009-05-15 11:39","3DY09 64 2 60BON 1",0,0,2009,5,55.94483,-164.95799,135,75.54561,97,"3DY09_55.94483_-164.95799_2009-05-15 11:39_505",0,311,"5/15/2009",225280
"5455","DY14-06","183",1,"2014-06-03 20:58","DY14-06 183 1 60BON 1",0,0,2014,6,57.2703,-171.6802,154,189.74426,106,"DY14-06_57.2703_-171.6802_2014-06-03 20:58_505",0,521,"6/3/2014",228355
"5456","DY13-05","32",2,"2013-05-06 2:38","DY13-05 32 2 60BON 1",51.4689,74.59261,2013,5,56.7585,-164.3183,126,134.06153,75,"DY13-05_56.7585_-164.3183_2013-05-06 2:38_500",10,63,"5/6/2013",234526
"5471","3DY09","71",1,"2009-05-16 5:15","3DY09 71 1 60BON 1",19.25619,41.86128,2009,5,54.45933,-165.01633,136,95.5537,53,"3DY09_54.45933_-165.01633_2009-05-16 5:15_505",4,311,"5/16/2009",225280
"5472","3DY08","58",2,"2008-05-20 7:03","3DY08 58 2 60BON 1",0,0,2008,5,55.2675,-165.30251,140,215.74774,115,"3DY08_55.2675_-165.30251_2008-05-20 7:03_335",0,331,"5/20/2008",227649
"5473","3DY09","43",1,"2009-05-13 16:49","3DY09 43 1 60BON 1",22.71045,29.88217,2009,5,56.19667,-163.20334,133,100.39431,86,"3DY09_56.19667_-163.20334_2009-05-13 16:49_505",3,311,"5/13/2009",225280
"5474","3DY09","44",2,"2009-05-13 20:19","3DY09 44 2 60BON 1",5.32495,7.49992,2009,5,56.52633,-164.01416,133,133.33467,82,"3DY09_56.52633_-164.01416_2009-05-13 20:19_505",1,311,"5/13/2009",225280
"5476","DY14-06","132",1,"2014-05-30 4:57","DY14-06 132 1 60BON 1",0,0,2014,5,55.7303,-170.1478,150,744.10422,2385,"DY14-06_55.7303_-170.1478_2014-05-30 4:57_505",0,521,"5/30/2014",228355
"5477","DY14-06","134",2,"2014-05-30 10:19","DY14-06 134 2 60BON 1",0,0,2014,5,56.0685,-170.0268,150,262.43081,127,"DY14-06_56.0685_-170.0268_2014-05-30 10:19_505",0,521,"5/30/2014",228355
"5479","4MF03","13",2,"2003-05-19 2:23","4MF03 13 2 60BON 1",0,0,2003,5,54.48917,-165.06767,139,104.42034,65,"4MF03_54.48917_-165.06767_2003-05-19 2:23_505",0,125,"5/19/2003",255366
"5480","4MF03","59",2,"2003-05-24 4:44","4MF03 59 2 60BON 1",0,0,2003,5,54.9145,-166.45284,144,265.96759,152,"4MF03_54.9145_-166.45284_2003-05-24 4:44_505",0,125,"5/24/2003",255366
"5495","3DY08","61",3,"2008-05-20 14:48","3DY08 61 3 60BON 1",5.25455,4.45301,2008,5,55.146,-165.68767,140,224.56737,124,"3DY08_55.146_-165.68767_2008-05-20 14:48_335",1,331,"5/20/2008",227649
"5496","3DY08","62",2,"2008-05-20 17:04","3DY08 62 2 60BON 1",4.48082,3.50064,2008,5,55.03617,-166.06284,140,285.66229,137,"3DY08_55.03617_-166.06284_2008-05-20 17:04_335",1,331,"5/20/2008",227649
"5497","3DY09","51",2,"2009-05-14 10:34","3DY09 51 2 60BON 1",12.42664,28.24236,2009,5,55.183,-163.72017,134,70.81561,46,"3DY09_55.183_-163.72017_2009-05-14 10:34_505",2,311,"5/14/2009",225280
"5498","3DY09","54",2,"2009-05-14 16:06","3DY09 54 2 60BON 1",0,0,2009,5,55.84717,-164.36116,134,141.96707,95,"3DY09_55.84717_-164.36116_2009-05-14 16:06_505",0,311,"5/14/2009",225280
"5499","DY14-06","142",1,"2014-05-31 0:44","DY14-06 142 1 60BON 1",0,0,2014,5,57.1253,-167.6177,151,139.33377,74,"DY14-06_57.1253_-167.6177_2014-05-31 0:44_505",0,521,"5/31/2014",228355
"5500","DY14-06","150",1,"2014-06-01 15:37","DY14-06 150 1 60BON 1",0,0,2014,6,56.1725,-170.5858,152,257.78291,134,"DY14-06_56.1725_-170.5858_2014-06-01 15:37_505",0,521,"6/1/2014",228355
"5503","1AR07","1",2,"2007-06-08 23:13","1AR07 1 2 60BON 1",25.59419,52.23304,2007,6,55.82967,-162.48367,159,95.72486,58,"1AR07_55.82967_-162.48367_2007-06-08 23:13_333",5,446,"6/8/2007",234261
"5504","1DY09","12",1,"2009-03-01 14:57","1DY09 12 1 60BON 1",0,0,2009,3,56.1485,-169.44533,60,833.74115,626,"1DY09_56.1485_-169.44533_2009-03-01 14:57_505",0,311,"3/1/2009",225280
"5505","1DY09","28",1,"2009-03-04 4:26","1DY09 28 1 60BON 1",0,0,2009,3,55.13617,-166.65801,63,258.06522,142,"1DY09_55.13617_-166.65801_2009-03-04 4:26_505",0,311,"3/4/2009",225280
"5506","1AR09","8",2,"2009-06-16 3:23","1AR09 8 2 60BON 2",128.33789,183.33984,2009,6,56.89933,-167.07317,167,119.99574,74,"1AR09_56.89933_-167.07317_2009-06-16 3:23_333",22,311,"6/16/2009",225280
"5507","1DY11","46",2,"2011-05-25 17:10","1DY11 46 2 60BON 1",61.67201,96.36251,2011,5,57.1065,-165.61217,145,176.41715,74,"1DY11_57.1065_-165.61217_2011-05-25 17:10_333",17,208,"5/25/2011",232110
"5511","3DY09","26",2,"2009-05-12 2:47","3DY09 26 2 60BON 1",201.11314,365.66026,2009,5,57.13517,-161.06751,132,106.65638,64,"3DY09_57.13517_-161.06751_2009-05-12 2:47_505",39,311,"5/12/2009",225280
"5514","4MF94","149",5,"1994-04-29 5:32","4MF94 149 5 60BON 1",0,0,1994,4,54.36333,-166.45171,119,311.4534,638,"4MF94_54.36333_-166.45171_1994-04-29 5:32_333",0,158,"4/29/1994",261909
"5515","DY14-05","62",2,"2014-05-12 2:39","DY14-05 62 2 60BON 1",124.16086,182.58949,2014,5,59.702,-171.4945,132,120.48886,75,"DY14-05_59.702_-171.4945_2014-05-12 2:39_505",22,521,"5/12/2014",228355
"5516","6MF05","1",1,"2005-05-22 4:34","6MF05 1 1 60BON 1",0,0,2005,5,54.48517,-165.299,142,214.62674,141,"6MF05_54.48517_-165.299_2005-05-22 4:34_505",0,283,"5/22/2005",249168
"5518","4MF94","151",5,"1994-04-29 17:07","4MF94 151 5 60BON 1",0,0,1994,4,53.69333,-167.35001,119,110.8921,92,"4MF94_53.69333_-167.35001_1994-04-29 17:07_333",0,158,"4/29/1994",261909
"5519","1HE07","120",3,"2007-04-26 20:34","1HE07 120 3 60BON 1",0,0,2007,4,56.72167,-170.53667,116,128.21628,110,"1HE07_56.72167_-170.53667_2007-04-26 20:34_333",0,446,"4/26/2007",234261
"5520","2DY10","54",4,"2010-05-11 10:07","2DY10 54 4 60BON 2",23.17732,28.97165,2010,5,55.98217,-162.98351,131,138.06601,86,"2DY10_55.98217_-162.98351_2010-05-11 10:07_500",4,370,"5/11/2010",227957
"5521","2MF03","14",2,"2003-03-06 18:22","2MF03 14 2 60BON 1",0,0,2003,3,56.05267,-166.3345,65,233.36514,120,"2MF03_56.05267_-166.3345_2003-03-06 18:22_333",0,125,"3/6/2003",255366
"5522","2MF03","6",2,"2003-03-05 16:15","2MF03 6 2 60BON 1",0,0,2003,3,57.76917,-168.472,64,91.35871,70,"2MF03_57.76917_-168.472_2003-03-05 16:15_333",0,125,"3/5/2003",255366
"5526","5MF00","51",1,"2000-05-11 22:06","5MF00 51 1 60BON 1",0,0,2000,5,55.64267,-163.16251,131,114.89354,68,"5MF00_55.64267_-163.16251_2000-05-11 22:06_333",0,54,"5/11/2000",248451
