"","X","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB","reg.SST"
"107",362,"7MF95","61",1,"1995-05-10 4:02","7MF95 61 1 60BON 1",0,0,1995,5,56.40467,-164.4055,130,107.32047,84,"7MF95_56.40467_-164.4055_1995-05-10 4:02_333",0,275,"5/10/1995",257129,2.12100473001101
"108",363,"7MF95","63",1,"1995-05-10 7:10","7MF95 63 1 60BON 1",7.54953,11.79614,1995,5,56.74367,-164.23669,130,84.7735,74,"7MF95_56.74367_-164.23669_1995-05-10 7:10_333",1,275,"5/10/1995",257129,2.12100473001101
"109",365,"7MF95","81",1,"1995-05-11 19:47","7MF95 81 1 60BON 1",0,0,1995,5,55.1305,-166.6588,131,185.48735,137,"7MF95_55.1305_-166.6588_1995-05-11 19:47_333",0,275,"5/11/1995",257129,2.12100473001101
"110",366,"7MF95","84",1,"1995-05-12 3:17","7MF95 84 1 60BON 1",0,0,1995,5,55.487,-165.51379,132,136.90251,114,"7MF95_55.487_-165.51379_1995-05-12 3:17_333",0,275,"5/12/1995",257129,2.12100473001101
"111",371,"4MF07","28",2,"2007-05-11 6:39","4MF07 28 2 60BON 1",0,0,2007,5,56.3095,-169.27133,131,185.71169,150,"4MF07_56.3095_-169.27133_2007-05-11 6:39_505",0,446,"5/11/2007",234261,2.04821184732869
"112",374,"6MF97","19",2,"1997-05-06 9:54","6MF97 19 2 60BON 1",0,0,1997,5,56.20183,-166.504,126,174.2896,114,"6MF97_56.20183_-166.504_1997-05-06 9:54_333",0,132,"5/6/1997",247943,2.37767837076569
"113",375,"4MF94","138",2,"1994-04-27 15:31","4MF94 138 2 60BON 1",0,0,1994,4,54.88333,-165.0533,117,132.4268,93,"4MF94_54.88333_-165.0533_1994-04-27 15:31_333",0,158,"4/27/1994",261909,2.19237502478063
"114",376,"4MF94","139",6,"1994-04-27 19:58","4MF94 139 6 60BON 1",0,0,1994,4,54.77,-165.01331,117,107.4978,71,"4MF94_54.77_-165.01331_1994-04-27 19:58_333",0,158,"4/27/1994",261909,2.19237502478063
"115",377,"4MF94","152",2,"1994-04-29 18:57","4MF94 152 2 60BON 1",0,0,1994,4,53.63333,-167.30499,119,114.0973,82,"4MF94_53.63333_-167.30499_1994-04-29 18:57_333",0,158,"4/29/1994",261909,2.19237502478063
"116",381,"4MF07","65",2,"2007-05-14 21:36","4MF07 65 2 60BON 1",0,0,2007,5,56.92933,-171.81233,134,145.1989,115,"4MF07_56.92933_-171.81233_2007-05-14 21:36_505",0,446,"5/14/2007",234261,2.04821184732869
"117",382,"4MF94","140",3,"1994-04-27 21:56","4MF94 140 3 60BON 1",0,0,1994,4,54.67667,-164.9183,117,104.7413,61,"4MF94_54.67667_-164.9183_1994-04-27 21:56_333",0,158,"4/27/1994",261909,2.19237502478063
"118",384,"3MF93","21",1,"1993-04-17 18:34","3MF93 21 1 60BON 1",0,0,1993,4,54.15,-166.1817,107,122.36595,80,"3MF93_54.15_-166.1817_1993-04-17 18:34_333",0,119,"4/17/1993",268008,2.2848122641717
"119",395,"4MF07","43",2,"2007-05-12 16:11","4MF07 43 2 60BON 1",0,0,2007,5,56.62634,-170.06683,132,112.03915,97,"4MF07_56.62634_-170.06683_2007-05-12 16:11_505",0,446,"5/12/2007",234261,2.04821184732869
"120",401,"4MF94","146",3,"1994-04-28 19:57","4MF94 146 3 60BON 1",0,0,1994,4,54.27833,-165.7567,118,106.6999,77,"4MF94_54.27833_-165.7567_1994-04-28 19:57_333",0,158,"4/28/1994",261909,2.19237502478063
"121",413,"6MF95","136",1,"1995-04-29 14:41","6MF95 136 1 60BON 1",7.08393,8.74559,1995,4,56.185,-164.18781,119,114.34334,89,"6MF95_56.185_-164.18781_1995-04-29 14:41_333",1,275,"4/29/1995",257129,2.12100473001101
"122",432,"5MF05","17",2,"2005-05-11 23:37","5MF05 17 2 60BON 1",21.86409,62.46883,2005,5,56.24133,-161.21384,131,80.03992,47,"5MF05_56.24133_-161.21384_2005-05-11 23:37_505",5,283,"5/11/2005",249168,2.72058632295719
"123",445,"6MF95","58",2,"1995-04-22 6:23","6MF95 58 2 60BON 1",0,0,1995,4,54.71733,-164.7695,112,60.5541,41,"6MF95_54.71733_-164.7695_1995-04-22 6:23_333",0,275,"4/22/1995",257129,2.12100473001101
"124",446,"5MF97","30",1,"1997-04-20 1:26","5MF97 30 1 60BON 1",0,0,1997,4,56.21017,-166.502,110,155.91405,113,"5MF97_56.21017_-166.502_1997-04-20 1:26_333",0,132,"4/20/1997",247943,2.37767837076569
"125",447,"5MF97","47",4,"1997-04-23 0:57","5MF97 47 4 60BON 1",12.25937,19.15526,1997,4,57.85133,-168.87219,113,104.40997,72,"5MF97_57.85133_-168.87219_1997-04-23 0:57_333",2,132,"4/23/1997",247943,2.37767837076569
"126",450,"5MF05","34",2,"2005-05-13 22:18","5MF05 34 2 60BON 1",55.41533,106.56794,2005,5,57.25683,-160.66766,133,56.30211,60,"5MF05_57.25683_-160.66766_2005-05-13 22:18_505",6,283,"5/13/2005",249168,2.72058632295719
"127",474,"1MF99","23",1,"1999-04-15 21:07","1MF99 23 1 60BON 1",0,0,1999,4,55.94783,-164.96671,105,165.53174,98,"1MF99_55.94783_-164.96671_1999-04-15 21:07_505",0,112,"4/15/1999",246131,2.00947751157048
"128",475,"1MF99","31",1,"1999-04-16 9:59","1MF99 31 1 60BON 1",0,0,1999,4,55.70317,-165.7343,106,152.55199,119,"1MF99_55.70317_-165.7343_1999-04-16 9:59_505",0,112,"4/16/1999",246131,2.00947751157048
"129",476,"1MF99","34",1,"1999-04-16 15:56","1MF99 34 1 60BON 1",0,0,1999,4,55.58733,-166.1058,106,171.71065,126,"1MF99_55.58733_-166.1058_1999-04-16 15:56_505",0,112,"4/16/1999",246131,2.00947751157048
"130",477,"1MF99","39",1,"1999-04-17 15:17","1MF99 39 1 60BON 1",0,0,1999,4,55.8635,-163.3745,107,146.5009,93,"1MF99_55.8635_-163.3745_1999-04-17 15:17_505",0,112,"4/17/1999",246131,2.00947751157048
"131",487,"2DY12","169",1,"2012-05-30 15:36","2DY12 169 1 60BON 1",28.83968,45.77728,2012,5,57.07067,-170.5052,150,131.0694,73,"2DY12_57.07067_-170.5052_2012-05-30 15:36_505",6,429,"5/30/2012",234044,1.39350471514663
"132",488,"2DY12","172",1,"2012-05-30 20:21","2DY12 172 1 60BON 1",381.4322,625.29869,2012,5,57.52934,-169.9902,150,134.3358,71,"2DY12_57.52934_-169.9902_2012-05-30 20:21_505",84,429,"5/30/2012",234044,1.39350471514663
"133",491,"DY14-05","15",2,"2014-05-08 12:10","DY14-05 15 2 60BON 1",0,0,2014,5,54.9298,-165.4795,128,239.56946,126,"DY14-05_54.9298_-165.4795_2014-05-08 12:10_505",0,521,"5/8/2014",228355,2.35558631629625
"134",497,"1DN88","G190A",1,"1988-04-23 8:18","1DN88 G190A 1 60BON 2",0,0,1988,4,56.25,-168,113,138.08444,140,"1DN88_56.25_-168_1988-04-23 8:18_505",0,107,"4/23/1988",311661,2.06436245370984
"135",498,"1MP91","G005A",1,"1991-04-14 16:40","1MP91 G005A 1 60BON 1",0,0,1991,4,55.58333,-163.6167,104,66.03504,70,"1MP91_55.58333_-163.6167_1991-04-14 16:40_333",0,81,"4/14/1991",284096,2.10772019863191
"136",499,"1MP91","G030A",1,"1991-04-17 10:15","1MP91 G030A 1 60BON 1",0,0,1991,4,55.06667,-166.0833,107,123.19595,131,"1MP91_55.06667_-166.0833_1991-04-17 10:15_333",0,81,"4/17/1991",284096,2.10772019863191
"137",500,"2DY12","10",1,"2012-05-17 19:43","2DY12 10 1 60BON 1",0,0,2012,5,56.1465,-166.1552,137,177.18,110,"2DY12_56.1465_-166.1552_2012-05-17 19:43_505",0,429,"5/17/2012",234044,1.39350471514663
"138",501,"DY14-05","22",2,"2014-05-09 17:24","DY14-05 22 2 60BON 1",0,0,2014,5,56.6658,-163.869,129,88.96228,75,"DY14-05_56.6658_-163.869_2014-05-09 17:24_505",0,521,"5/9/2014",228355,2.35558631629625
"139",502,"2DY12","5",1,"2012-05-17 10:46","2DY12 5 1 60BON 1",35.18797,37.03996,2012,5,56.46733,-166.9625,137,242.9808,108,"2DY12_56.46733_-166.9625_2012-05-17 10:46_505",9,429,"5/17/2012",234044,1.39350471514663
"140",504,"3MF06","70",2,"2006-05-16 21:43","3MF06 70 2 60BON 2",0,0,2006,5,56.31717,-162.80667,136,125.7615,80,"3MF06_56.31717_-162.80667_2006-05-16 21:43_505",0,442,"5/16/2006",242629,2.42155912848945
"141",505,"3MF06","78",3,"2006-05-17 14:41","3MF06 78 3 60BON 1",303.36348,722.294,2006,5,56.121,-161.58633,137,81.68419,53,"3MF06_56.121_-161.58633_2006-05-17 14:41_505",59,442,"5/17/2006",242629,2.42155912848945
"142",506,"3MF02","19",2,"2002-05-14 17:35","3MF02 19 2 60BON 1",0,0,2002,5,55.06633,-164.11633,134,63.55339,39,"3MF02_55.06633_-164.11633_2002-05-14 17:35_505",0,236,"5/14/2002",255755,2.32533527645925
"143",507,"3MF07","51",1,"2007-04-24 22:13","3MF07 51 1 60BON 1",0,0,2007,4,57.89367,-163.02251,114,52.89832,46,"3MF07_57.89367_-163.02251_2007-04-24 22:13_505",0,446,"4/24/2007",234261,2.04821184732869
"144",508,"3TT05","43",2,"2005-05-19 14:23","3TT05 43 2 60BON 1",460.93203,341.43114,2005,5,59.897,-177.59467,139,240.16556,140,"3TT05_59.897_-177.59467_2005-05-19 14:23_333",82,283,"5/19/2005",249168,2.72058632295719
"145",510,"2DY12","182",1,"2012-05-31 12:25","2DY12 182 1 60BON 1",446.51383,731.98989,2012,5,58.20667,-169.702,151,150.2753,72,"2DY12_58.20667_-169.702_2012-05-31 12:25_505",110,429,"5/31/2012",234044,1.39350471514663
"146",511,"2DY12","16",1,"2012-05-18 6:04","2DY12 16 1 60BON 1",0,0,2012,5,55.36934,-165.8888,138,220.3089,122,"2DY12_55.36934_-165.8888_2012-05-18 6:04_505",0,429,"5/18/2012",234044,1.39350471514663
"147",512,"2DY12","54",2,"2012-05-20 15:39","2DY12 54 2 60BON 1",0,0,2012,5,55.74883,-163.7617,140,89.3324,95,"2DY12_55.74883_-163.7617_2012-05-20 15:39_505",0,429,"5/20/2012",234044,1.39350471514663
"148",514,"3TT05","45",2,"2005-05-19 18:25","3TT05 45 2 60BON 1",31.05153,22.50111,2005,5,59.89483,-178.35451,139,222.21126,144,"3TT05_59.89483_-178.35451_2005-05-19 18:25_333",5,283,"5/19/2005",249168,2.72058632295719
"149",515,"3TT05","50",2,"2005-05-20 15:15","3TT05 50 2 60BON 2",21.62641,32.27823,2005,5,62.19316,-174.34117,140,61.96127,71,"3TT05_62.19316_-174.34117_2005-05-20 15:15_333",2,283,"5/20/2005",249168,2.72058632295719
"150",516,"3TT05","54",2,"2005-05-20 22:02","3TT05 54 2 60BON 1",0,0,2005,5,62.199,-172.70383,140,40.32053,58,"3TT05_62.199_-172.70383_2005-05-20 22:02_333",0,283,"5/20/2005",249168,2.72058632295719
"151",517,"3TT05","56",2,"2005-05-21 1:17","3TT05 56 2 60BON 1",7.52733,17.92222,2005,5,62.19883,-171.8875,141,55.79665,49,"3TT05_62.19883_-171.8875_2005-05-21 1:17_333",1,283,"5/21/2005",249168,2.72058632295719
"152",518,"3TT05","58",2,"2005-05-21 4:24","3TT05 58 2 60BON 1",12.78003,32.7693,2005,5,62.199,-171.07033,141,61.03273,47,"3TT05_62.199_-171.07033_2005-05-21 4:24_333",2,283,"5/21/2005",249168,2.72058632295719
"153",522,"2DY12","115",1,"2012-05-25 5:54","2DY12 115 1 60BON 1",52.71467,78.67862,2012,5,56.82767,-165.8208,145,152.5192,77,"2DY12_56.82767_-165.8208_2012-05-25 5:54_505",12,429,"5/25/2012",234044,1.39350471514663
"154",523,"2DY12","19",1,"2012-05-18 11:01","2DY12 19 1 60BON 1",5.01719,4.73319,2012,5,55.049,-165.0897,138,211.2738,113,"2DY12_55.049_-165.0897_2012-05-18 11:01_505",1,429,"5/18/2012",234044,1.39350471514663
"155",524,"DY14-05","92",2,"2014-05-16 3:16","DY14-05 92 2 60BON 1",0,0,2014,5,54.0738,-166.6177,136,175.90353,107,"DY14-05_54.0738_-166.6177_2014-05-16 3:16_505",0,521,"5/16/2014",228355,2.35558631629625
"156",525,"DY14-06","187",1,"2014-06-04 3:18","DY14-06 187 1 60BON 1",62.01848,98.44203,2014,6,57.7472,-170.2212,155,132.05742,73,"DY14-06_57.7472_-170.2212_2014-06-04 3:18_505",13,521,"6/4/2014",228355,2.35558631629625
"157",526,"DY14-05","93",2,"2014-05-16 5:12","DY14-05 93 2 60BON 1",0,0,2014,5,54.1752,-166.2305,136,243.85151,133,"DY14-05_54.1752_-166.2305_2014-05-16 5:12_505",0,521,"5/16/2014",228355,2.35558631629625
"158",538,"3DY08","52",2,"2008-05-19 18:48","3DY08 52 2 60BON 1",5.31025,12.64345,2008,5,55.0945,-164.15666,139,79.09232,47,"3DY08_55.0945_-164.15666_2008-05-19 18:48_335",1,331,"5/19/2008",227649,1.64111977631312
"159",539,"3DY09","38",2,"2009-05-13 7:02","3DY09 38 2 60BON 1",20.97921,69.93071,2009,5,55.429,-162.94983,133,57.19948,39,"3DY09_55.429_-162.94983_2009-05-13 7:02_505",4,311,"5/13/2009",225280,2.01650680783778
"160",541,"DY14-06","159",1,"2014-06-02 5:48","DY14-06 159 1 60BON 1",0,0,2014,6,57.3475,-167.8315,153,134.92063,74,"DY14-06_57.3475_-167.8315_2014-06-02 5:48_505",0,521,"6/2/2014",228355,2.35558631629625
"161",542,"DY14-06","108",1,"2014-05-28 13:34","DY14-06 108 1 60BON 1",0,0,2014,5,56.1457,-166.1518,148,182.3772,110,"DY14-06_56.1457_-166.1518_2014-05-28 13:34_505",0,521,"5/28/2014",228355,2.35558631629625
"162",548,"3DY08","53",4,"2008-05-19 21:26","3DY08 53 4 60BON 1",0,0,2008,5,54.94683,-164.54834,139,82.40989,51,"3DY08_54.94683_-164.54834_2008-05-19 21:26_335",0,331,"5/19/2008",227649,1.64111977631312
"163",549,"3DY08","30",3,"2008-05-16 12:35","3DY08 30 3 60BON 1",0,0,2008,5,56.4235,-163.41383,136,111.58854,84,"3DY08_56.4235_-163.41383_2008-05-16 12:35_335",0,331,"5/16/2008",227649,1.64111977631312
"164",550,"3DY09","48",2,"2009-05-14 4:24","3DY09 48 2 60BON 1",0,0,2009,5,55.745,-163.7655,134,150.57129,94,"3DY09_55.745_-163.7655_2009-05-14 4:24_505",0,311,"5/14/2009",225280,2.01650680783778
"165",551,"DY14-06","116",1,"2014-05-29 2:24","DY14-06 116 1 60BON 1",0,0,2014,5,56.3488,-167.3325,149,174.94023,119,"DY14-06_56.3488_-167.3325_2014-05-29 2:24_505",0,521,"5/29/2014",228355,2.35558631629625
"166",554,"3DY09","22",2,"2009-05-11 17:35","3DY09 22 2 60BON 1",604.24623,875.71917,2009,5,56.69667,-160.629,131,121.04337,69,"3DY09_56.69667_-160.629_2009-05-11 17:35_505",106,311,"5/11/2009",225280,2.01650680783778
"167",555,"DY14-06","140",1,"2014-05-30 20:40","DY14-06 140 1 60BON 1",0,0,2014,5,56.7853,-167.7725,150,164.83991,95,"DY14-06_56.7853_-167.7725_2014-05-30 20:40_505",0,521,"5/30/2014",228355,2.35558631629625
"168",556,"1TT06","44",2,"2006-04-24 12:14","1TT06 44 2 60BON 1",500.49576,544.01713,2006,4,58.16333,-171.67084,114,170.9505,100,"1TT06_58.16333_-171.67084_2006-04-24 12:14_333",93,442,"4/24/2006",242629,2.42155912848945
"169",557,"1TT06","45",2,"2006-04-24 14:07","1TT06 45 2 60BON 1",314.05265,337.69102,2006,4,58.09933,-171.76666,114,153.98692,102,"1TT06_58.09933_-171.76666_2006-04-24 14:07_333",52,442,"4/24/2006",242629,2.42155912848945
"170",564,"1TT06","107",2,"2006-05-09 17:13","1TT06 107 2 60BON 1",0,0,2006,5,56.8295,-168.52966,129,152.68778,100,"1TT06_56.8295_-168.52966_2006-05-09 17:13_333",0,442,"5/9/2006",242629,2.42155912848945
"171",568,"3DY09","62",2,"2009-05-15 7:42","3DY09 62 2 60BON 2",0,0,2009,5,55.60966,-165.132,135,178.99716,110,"3DY09_55.60966_-165.132_2009-05-15 7:42_505",0,311,"5/15/2009",225280,2.01650680783778
"172",570,"3MF79","V001A",2,"1979-06-02 3:37","3MF79 V001A 2 60BON 1",0,0,1979,6,56.055,-166.56329,153,158.35455,124,"3MF79_56.055_-166.56329_1979-06-02 3:37_505",0,126,"6/2/1979",227682,2.50750054666484
"173",580,"DY15-04","32",2,"2015-05-02 13:45","DY15-04 32 2 60BON 2",6.8668,11.44466,2015,5,57.2635,-165.7488,122,87.377,70,"DY15-04_57.2635_-165.7488_2015-05-02 13:45_505",1,160,"5/2/2015",221437,2.87572231122671
"174",581,"3DY08","50",2,"2008-05-19 14:54","3DY08 50 2 60BON 1",0,0,2008,5,55.50683,-164.53633,139,169.8544,102,"3DY08_55.50683_-164.53633_2008-05-19 14:54_335",0,331,"5/19/2008",227649,1.64111977631312
"175",582,"3DY09","34",2,"2009-05-12 22:08","3DY09 34 2 60BON 1",4.63766,6.10218,2009,5,56.20667,-163.19783,132,163.87592,86,"3DY09_56.20667_-163.19783_2009-05-12 22:08_505",1,311,"5/12/2009",225280,2.01650680783778
"176",584,"DY15-04","34",2,"2015-05-02 16:18","DY15-04 34 2 60BON 1",14.38929,23.98216,2015,5,57.3217,-166.3288,122,125.093,71,"DY15-04_57.3217_-166.3288_2015-05-02 16:18_505",3,160,"5/2/2015",221437,2.87572231122671
"177",585,"4MF03","27",2,"2003-05-20 7:01","4MF03 27 2 60BON 1",0,0,2003,5,56.08484,-160.9615,140,82.16321,25,"4MF03_56.08484_-160.9615_2003-05-20 7:01_505",0,125,"5/20/2003",255366,2.72487502664359
"178",598,"4MF03","32",2,"2003-05-20 15:49","4MF03 32 2 60BON 1",51.79342,94.16986,2003,5,56.82067,-160.21933,140,116.8102,60,"4MF03_56.82067_-160.21933_2003-05-20 15:49_505",11,125,"5/20/2003",255366,2.72487502664359
"179",599,"4MF03","41",2,"2003-05-21 9:53","4MF03 41 2 60BON 1",82.45822,135.17741,2003,5,57.0415,-160.4245,141,147.95371,66,"4MF03_57.0415_-160.4245_2003-05-21 9:53_505",20,125,"5/21/2003",255366,2.72487502664359
"180",601,"4MF03","5",2,"2003-05-18 11:21","4MF03 5 2 60BON 1",0,0,2003,5,54.24383,-165.82634,138,122.24101,79,"4MF03_54.24383_-165.82634_2003-05-18 11:21_505",0,125,"5/18/2003",255366,2.72487502664359
"181",604,"4MF03","15",2,"2003-05-19 7:06","4MF03 15 2 60BON 1",0,0,2003,5,54.82433,-164.879,139,132.01976,75,"4MF03_54.82433_-164.879_2003-05-19 7:06_505",0,125,"5/19/2003",255366,2.72487502664359
"182",622,"3DY09","25",2,"2009-05-12 0:25","3DY09 25 2 60BON 1",117.01075,220.77501,2009,5,56.80033,-161.24066,132,99.64896,63,"3DY09_56.80033_-161.24066_2009-05-12 0:25_505",22,311,"5/12/2009",225280,2.01650680783778
"183",629,"3MF79","V016A",2,"1979-06-06 3:39","3MF79 V016A 2 60BON 1",0,0,1979,6,57.04833,-165.0267,157,94.23721,68,"3MF79_57.04833_-165.0267_1979-06-06 3:39_505",0,126,"6/6/1979",227682,2.50750054666484
"184",631,"4MF03","53",2,"2003-05-23 15:56","4MF03 53 2 60BON 1",0,0,2003,5,55.04833,-165.10167,143,207.19696,112,"4MF03_55.04833_-165.10167_2003-05-23 15:56_505",0,125,"5/23/2003",255366,2.72487502664359
"185",633,"4MF03","9",2,"2003-05-18 20:38","4MF03 9 2 60BON 1",0,0,2003,5,54.32883,-165.40617,138,205.91058,143,"4MF03_54.32883_-165.40617_2003-05-18 20:38_505",0,125,"5/18/2003",255366,2.72487502664359
"186",634,"1AK10","4",2,"2010-06-10 1:56","1AK10 4 2 60BON 2",21.30198,38.03925,2010,6,57.0005,-161.55949,161,131.44319,66,"1AK10_57.0005_-161.55949_2010-06-10 1:56_333",5,370,"6/10/2010",227957,1.7191427893056
"187",635,"1AK11","6",2,"2011-06-12 3:50","1AK11 6 2 60BON 1",0,0,2011,6,55.37,-163.98666,163,141.81548,78,"1AK11_55.37_-163.98666_2011-06-12 3:50_333",0,208,"6/12/2011",232110,2.38919509730641
"188",638,"1AR08","1",1,"2008-06-03 23:38","1AR08 1 1 60BON 1",0,0,2008,6,55.79833,-163.21834,154,99.98,82,"1AR08_55.79833_-163.21834_2008-06-03 23:38_333",0,331,"6/3/2008",227649,1.64111977631312
"189",646,"5MF00","22",2,"2000-05-07 15:19","5MF00 22 2 60BON 1",0,0,2000,5,56.6835,-170.21184,127,88.04659,102,"5MF00_56.6835_-170.21184_2000-05-07 15:19_333",0,54,"5/7/2000",248451,2.12279342133638
"190",649,"4MF94","139",5,"1994-04-27 19:31","4MF94 139 5 60BON 1",0,0,1994,4,54.77167,-165.0117,117,90.48443,70,"4MF94_54.77167_-165.0117_1994-04-27 19:31_333",0,158,"4/27/1994",261909,2.19237502478063
"191",650,"4MF94","151",7,"1994-04-29 17:48","4MF94 151 7 60BON 1",0,0,1994,4,53.7,-167.36,119,140.97701,107,"4MF94_53.7_-167.36_1994-04-29 17:48_333",0,158,"4/29/1994",261909,2.19237502478063
"192",652,"3MF79","G035A",2,"1979-06-20 7:05","3MF79 G035A 2 60BON 1",0,0,1979,6,55.63167,-167.60001,171,182.62944,134,"3MF79_55.63167_-167.60001_1979-06-20 7:05_505",0,126,"6/20/1979",227682,2.50750054666484
"193",653,"3MF79","G043A",2,"1979-06-22 12:51","3MF79 G043A 2 60BON 1",0,0,1979,6,55.85167,-168.0267,173,179.26321,133,"3MF79_55.85167_-168.0267_1979-06-22 12:51_505",0,126,"6/22/1979",227682,2.50750054666484
"194",655,"1AR08","7",1,"2008-06-10 2:20","1AR08 7 1 60BON 1",6.80389,13.88549,2008,6,55.62833,-162.98833,161,72.0176,54,"1AR08_55.62833_-162.98833_2008-06-10 2:20_333",1,331,"6/10/2008",227649,1.64111977631312
"195",656,"1AR08","9",1,"2008-06-12 2:10","1AR08 9 1 60BON 1",107.49182,262.17516,2008,6,57.41667,-163.36667,163,68.65639,48,"1AR08_57.41667_-163.36667_2008-06-12 2:10_333",18,331,"6/12/2008",227649,1.64111977631312
"196",657,"1AR09","5",2,"2009-06-13 3:20","1AR09 5 2 60BON 2",7.43774,9.29718,2009,6,56.374,-165.28799,164,107.55949,82,"1AR09_56.374_-165.28799_2009-06-13 3:20_333",1,311,"6/13/2009",225280,2.01650680783778
"197",658,"1DY11","55",2,"2011-05-26 14:22","1DY11 55 2 60BON 1",0,0,2011,5,56.67216,-163.85651,146,96.58973,77,"1DY11_56.67216_-163.85651_2011-05-26 14:22_333",0,208,"5/26/2011",232110,2.38919509730641
"198",663,"2DY10","32",2,"2010-05-09 10:52","2DY10 32 2 60BON 2",0,0,2010,5,55.38533,-164.92149,129,203.75739,108,"2DY10_55.38533_-164.92149_2010-05-09 10:52_500",0,370,"5/9/2010",227957,1.7191427893056
"199",664,"4MF07","37",2,"2007-05-12 2:35","4MF07 37 2 60BON 1",0,0,2007,5,56.28867,-170.21967,132,148.07115,113,"4MF07_56.28867_-170.21967_2007-05-12 2:35_505",0,446,"5/12/2007",234261,2.04821184732869
"200",670,"3MF79","V010A",11,"1979-06-04 19:52","3MF79 V010A 11 60BON 1",0,0,1979,6,57.05333,-165.0517,155,28.59197,68,"3MF79_57.05333_-165.0517_1979-06-04 19:52_505",0,126,"6/4/1979",227682,2.50750054666484
"201",671,"DY14-06","60",1,"2014-05-25 10:28","DY14-06 60 1 60BON 1",0,0,2014,5,56.419,-163.4095,145,118.36846,83,"DY14-06_56.419_-163.4095_2014-05-25 10:28_505",0,521,"5/25/2014",228355,2.35558631629625
"202",672,"DY14-06","65",1,"2014-05-25 17:45","DY14-06 65 1 60BON 1",0,0,2014,5,56.1025,-162.5938,145,115.39849,79,"DY14-06_56.1025_-162.5938_2014-05-25 17:45_505",0,521,"5/25/2014",228355,2.35558631629625
"203",673,"1DY11","62",2,"2011-05-28 0:12","1DY11 62 2 60BON 1",6.84619,6.16774,2011,5,54.43467,-165.129,148,162.13394,116,"1DY11_54.43467_-165.129_2011-05-28 0:12_333",1,208,"5/28/2011",232110,2.38919509730641
"204",674,"1DY10","21",2,"2010-05-01 20:10","1DY10 21 2 60BON 2",0,0,2010,5,56.14267,-166.11934,121,239.33153,110,"1DY10_56.14267_-166.11934_2010-05-01 20:10_505",0,370,"5/1/2010",227957,1.7191427893056
"205",675,"2DY10","50",2,"2010-05-11 0:28","2DY10 50 2 60BON 2",1214.2723,2093.57293,2010,5,55.642,-163.16167,131,138.99683,68,"2DY10_55.642_-163.16167_2010-05-11 0:28_500",291,370,"5/11/2010",227957,1.7191427893056
"206",679,"4MF07","46",2,"2007-05-12 22:13","4MF07 46 2 60BON 1",0,0,2007,5,56.98517,-168.95033,132,125.56316,79,"4MF07_56.98517_-168.95033_2007-05-12 22:13_505",0,446,"5/12/2007",234261,2.04821184732869
"207",680,"4MF07","49",2,"2007-05-13 3:52","4MF07 49 2 60BON 1",0,0,2007,5,57.206,-169.17383,133,87.78297,78,"4MF07_57.206_-169.17383_2007-05-13 3:52_505",0,446,"5/13/2007",234261,2.04821184732869
"208",684,"1HE07","14",2,"2007-04-13 4:41","1HE07 14 2 60BON 1",0,0,2007,4,56.99533,-165.38733,103,86.69681,72,"1HE07_56.99533_-165.38733_2007-04-13 4:41_333",0,446,"4/13/2007",234261,2.04821184732869
"209",690,"4MF07","51",2,"2007-05-13 7:57","4MF07 51 2 60BON 1",0,0,2007,5,56.9715,-169.91834,133,84.77613,66,"4MF07_56.9715_-169.91834_2007-05-13 7:57_505",0,446,"5/13/2007",234261,2.04821184732869
"210",692,"2DY12","95",2,"2012-05-23 15:02","2DY12 95 2 60BON 1",1809.72463,2918.9107,2012,5,56.578,-161.0232,143,122.3059,72,"2DY12_56.578_-161.0232_2012-05-23 15:02_505",357,429,"5/23/2012",234044,1.39350471514663
"211",693,"2DY12","98",1,"2012-05-23 19:48","2DY12 98 1 60BON 1",102.09946,179.12186,2012,5,57.14083,-161.0277,143,133.987,67,"2DY12_57.14083_-161.0277_2012-05-23 19:48_505",24,429,"5/23/2012",234044,1.39350471514663
"212",697,"1HE07","22",2,"2007-04-13 18:45","1HE07 22 2 60BON 1",0,0,2007,4,57.49683,-167.35451,103,111.6655,71,"1HE07_57.49683_-167.35451_2007-04-13 18:45_333",0,446,"4/13/2007",234261,2.04821184732869
"213",698,"1HE07","36",2,"2007-04-15 1:30","1HE07 36 2 60BON 1",0,0,2007,4,58.61383,-170.26866,105,83.93179,72,"1HE07_58.61383_-170.26866_2007-04-15 1:30_333",0,446,"4/15/2007",234261,2.04821184732869
"214",699,"2DY09","20",2,"2009-04-30 8:39","2DY09 20 2 60BON 1",0,0,2009,4,57.019,-164.21567,120,135.83075,70,"2DY09_57.019_-164.21567_2009-04-30 8:39_333",0,311,"4/30/2009",225280,2.01650680783778
"215",713,"3MF02","32",2,"2002-05-15 22:02","3MF02 32 2 60BON 1",0,0,2002,5,54.926,-165.48117,135,155.42502,129,"3MF02_54.926_-165.48117_2002-05-15 22:02_505",0,236,"5/15/2002",255755,2.32533527645925
"216",717,"DY14-06","207",1,"2014-06-05 9:35","DY14-06 207 1 60BON 1",35.88763,43.7654,2014,6,58.2865,-171.2538,156,159.9437,91,"DY14-06_58.2865_-171.2538_2014-06-05 9:35_505",7,521,"6/5/2014",228355,2.35558631629625
