"","X","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB","Link_ID","temperature","salinity","CTD_date","CTD_link"
"1294",5029,"DY16-06",48,2,"2016-05-08 7:31","DY16-06 48 2 60BON 1",208.33333,359.1954,2016,5,59.898,-171.2492,128,114.144,72,"DY16-06_59.898_-171.2492_2016-05-08 7:31_333",41,409,"5/8/2016",213914,"DY16-06_48_2",1.53232727272727,31.7129181818182,"5/8/2016","DY16-06_48_2"
"1295",5030,"DY16-07",96,1,"2016-05-27 19:57","DY16-07 96 1 60BON 1",0,0,2016,5,55.5922,-166.0965,147,210.245,123,"DY16-07_55.5922_-166.0965_2016-05-27 19:57_505",0,409,"5/27/2016",213914,"DY16-07_96_1",7.23365454545455,31.6612181818182,"5/27/2016","DY16-07_96_1"
"1296",5031,"DY16-07",119,1,"2016-05-29 20:44","DY16-07 119 1 60BON 1",0,0,2016,5,56.81,-166.7938,149,148.166,84,"DY16-07_56.81_-166.7938_2016-05-29 20:44_505",0,409,"5/29/2016",213914,"DY16-07_119_1",7.35995454545455,31.7316090909091,"5/29/2016","DY16-07_119_1"
"1297",5032,"DY16-07",120,1,"2016-05-29 23:08","DY16-07 120 1 60BON 1",0,0,2016,5,56.469,-166.9543,149,193.885,109,"DY16-07_56.469_-166.9543_2016-05-29 23:08_505",0,409,"5/29/2016",213914,"DY16-07_120_1",7.74440909090909,31.5586545454545,"5/29/2016","DY16-07_120_1"
"1298",5033,"DY16-07",121,1,"2016-05-30 1:10","DY16-07 121 1 60BON 1",0,0,2016,5,56.1292,-167.1207,150,225.536,133,"DY16-07_56.1292_-167.1207_2016-05-30 1:10_505",0,409,"5/30/2016",213914,"DY16-07_121_1",7.77566363636364,31.8531181818182,"5/30/2016","DY16-07_121_1"
"1299",5034,"DY16-07",122,1,"2016-05-30 3:12","DY16-07 122 1 60BON 1",0,0,2016,5,55.7897,-167.2855,150,234.557,138,"DY16-07_55.7897_-167.2855_2016-05-30 3:12_505",0,409,"5/30/2016",213914,"DY16-07_122_1",7.92547272727273,32.1065272727273,"5/30/2016","DY16-07_122_1"
"1300",5035,"DY16-07",123,1,"2016-05-30 5:31","DY16-07 123 1 60BON 1",0,0,2016,5,55.8915,-167.8708,150,237.921,136,"DY16-07_55.8915_-167.8708_2016-05-30 5:31_505",0,409,"5/30/2016",213914,"DY16-07_123_1",8.04015454545454,32.2187090909091,"5/30/2016","DY16-07_123_1"
"1301",5036,"DY16-07",39,1,"2016-05-23 1:13","DY16-07 39 1 60BON 1",4.87884,7.74419,2016,5,56.4395,-162.4192,143,129.129,74,"DY16-07_56.4395_-162.4192_2016-05-23 1:13_505",1,409,"5/23/2016",213914,"DY16-07_39_1",6.66945454545455,31.5559,"5/23/2016","DY16-07_39_1"
"1302",5037,"DY16-07",40,1,"2016-05-23 3:20","DY16-07 40 1 60BON 1",0,0,2016,5,56.7797,-162.2428,143,116.208,72,"DY16-07_56.7797_-162.2428_2016-05-23 3:20_505",0,409,"5/23/2016",213914,"DY16-07_40_1",5.99755454545455,31.8272636363636,"5/23/2016","DY16-07_40_1"
"1303",5038,"DY16-07",29,1,"2016-05-22 2:31","DY16-07 29 1 60BON 1",0,0,2016,5,56.9182,-160.8395,142,120.796,70,"DY16-07_56.9182_-160.8395_2016-05-22 2:31_505",0,409,"5/22/2016",213914,"DY16-07_29_1",5.82480909090909,31.8536090909091,"5/22/2016","DY16-07_29_1"
"1304",5045,"DY16-07",97,1,"2016-05-27 22:29","DY16-07 97 1 60BON 1",0,0,2016,5,55.2497,-166.2817,147,205.888,133,"DY16-07_55.2497_-166.2817_2016-05-27 22:29_505",0,409,"5/27/2016",213914,"DY16-07_97_1",7.38214545454545,31.8820090909091,"5/27/2016","DY16-07_97_1"
"1307",5048,"DY16-07",100,1,"2016-05-28 4:55","DY16-07 100 1 60BON 1",0,0,2016,5,55.3533,-166.869,148,223.472,139,"DY16-07_55.3533_-166.869_2016-05-28 4:55_505",0,409,"5/28/2016",213914,"DY16-07_100_1",7.59914545454545,31.8158818181818,"5/28/2016","DY16-07_100_1"
"1308",5049,"DY16-07",101,1,"2016-05-28 6:55","DY16-07 101 1 60BON 1",0,0,2016,5,55.687,-166.699,148,188.38,132,"DY16-07_55.687_-166.699_2016-05-28 6:55_505",0,409,"5/28/2016",213914,"DY16-07_101_1",7.4254,32.0972363636364,"5/28/2016","DY16-07_101_1"
"1309",5050,"DY16-07",102,1,"2016-05-28 8:58","DY16-07 102 1 60BON 1",0,0,2016,5,56.0272,-166.5293,148,209.328,127,"DY16-07_56.0272_-166.5293_2016-05-28 8:58_505",0,409,"5/28/2016",213914,"DY16-07_102_1",7.52677272727273,31.7395727272727,"5/28/2016","DY16-07_102_1"
"1310",5051,"DY16-06",49,5,"2016-05-08 10:57","DY16-06 49 5 60BON 1",71.65947,121.45673,2016,5,59.8905,-171.7037,128,107.034,71,"DY16-06_59.8905_-171.7037_2016-05-08 10:57_333",13,409,"5/8/2016",213914,"DY16-06_49_5",0.654809090909091,31.5868454545455,"5/8/2016","DY16-06_49_5"
"1311",5052,"DY16-06",50,2,"2016-05-08 13:48","DY16-06 50 2 60BON 1",14.5633,26.96908,2016,5,60.0732,-172.0062,128,74.159,64,"DY16-06_60.0732_-172.0062_2016-05-08 13:48_333",2,409,"5/8/2016",213914,"DY16-06_50_2",-0.1735,31.0966,"5/8/2016","DY16-06_50_2"
"1312",5053,"DY16-06",51,2,"2016-05-08 15:50","DY16-06 51 2 60BON 1",112.66094,178.8269,2016,5,59.9032,-172.1575,128,78.288,74,"DY16-06_59.9032_-172.1575_2016-05-08 15:50_333",14,409,"5/8/2016",213914,"DY16-06_51_2",0.3854,31.2067454545455,"5/8/2016","DY16-06_51_2"
"1313",5054,"DY16-07",33,1,"2016-05-22 10:58","DY16-07 33 1 60BON 1",49.18566,144.66372,2016,5,58.0442,-160.9485,142,82.951,46,"DY16-07_58.0442_-160.9485_2016-05-22 10:58_505",12,409,"5/22/2016",213914,"DY16-07_33_1",5.92080909090909,31.3374,"5/22/2016","DY16-07_33_1"
"1314",5055,"DY16-07",41,1,"2016-05-23 5:19","DY16-07 41 1 60BON 1",0,0,2016,5,57.122,-162.0633,143,100.994,56,"DY16-07_57.122_-162.0633_2016-05-23 5:19_505",0,409,"5/23/2016",213914,"DY16-07_41_1",6.0797,31.8345363636364,"5/23/2016","DY16-07_41_1"
"1315",5056,"DY16-07",146,1,"2016-06-02 4:41","DY16-07 146 1 60BON 1",0,0,2016,6,58.6637,-169.184,153,112.844,67,"DY16-07_58.6637_-169.184_2016-06-02 4:41_505",0,409,"6/2/2016",213914,"DY16-07_146_1",5.59845454545455,32.1132181818182,"6/2/2016","DY16-07_146_1"
"1316",5057,"DY16-07",147,1,"2016-06-02 6:33","DY16-07 147 1 60BON 1",0,0,2016,6,58.7642,-169.7887,153,116.744,70,"DY16-07_58.7642_-169.7887_2016-06-02 6:33_505",0,409,"6/2/2016",213914,"DY16-07_147_1",5.57693636363636,32.1578727272727,"6/2/2016","DY16-07_147_1"
"1317",5058,"DY16-07",148,1,"2016-06-02 8:46","DY16-07 148 1 60BON 1",8.52157,13.52631,2016,6,58.4258,-169.9283,153,147.86,74,"DY16-07_58.4258_-169.9283_2016-06-02 8:46_505",2,409,"6/2/2016",213914,"DY16-07_148_1",6.20831818181818,32.1078,"6/2/2016","DY16-07_148_1"
"1318",5063,"DY16-07",103,1,"2016-05-28 11:00","DY16-07 103 1 60BON 1",0,0,2016,5,56.3652,-166.365,148,171.637,102,"DY16-07_56.3652_-166.365_2016-05-28 11:00_505",0,409,"5/28/2016",213914,"DY16-07_103_1",7.35669090909091,31.7219636363636,"5/28/2016","DY16-07_103_1"
"1319",5064,"DY16-07",198,1,"2016-06-06 19:52","DY16-07 198 1 60BON 1",0,0,2016,6,57.4447,-168.4357,157,91.438,76,"DY16-07_57.4447_-168.4357_2016-06-06 19:52_505",0,409,"6/6/2016",213914,"DY16-07_198_1",7.37006363636364,31.8842818181818,"6/6/2016","DY16-07_198_1"
"1320",5065,"DY16-07",199,1,"2016-06-06 22:00","DY16-07 199 1 60BON 1",0,0,2016,6,57.783,-168.2872,157,117.126,74,"DY16-07_57.783_-168.2872_2016-06-06 22:00_505",0,409,"6/6/2016",213914,"DY16-07_199_1",6.62453636363636,32.1207,"6/6/2016","DY16-07_199_1"
"1321",5066,"DY16-07",201,1,"2016-06-07 2:01","DY16-07 201 1 60BON 1",14.05884,31.24186,2016,6,58.4638,-167.9845,158,96.025,55,"DY16-07_58.4638_-167.9845_2016-06-07 2:01_505",3,409,"6/7/2016",213914,"DY16-07_201_1",5.68208181818182,31.6624727272727,"6/7/2016","DY16-07_201_1"
"1322",5067,"DY16-07",202,1,"2016-06-07 4:00","DY16-07 202 1 60BON 1",4.56398,10.37269,2016,6,58.3633,-167.3853,158,96.407,53,"DY16-07_58.3633_-167.3853_2016-06-07 4:00_505",1,409,"6/7/2016",213914,"DY16-07_202_1",6.52484545454545,31.8310090909091,"6/7/2016","DY16-07_202_1"
"1323",5068,"DY16-07",20,1,"2016-05-21 5:05","DY16-07 20 1 60BON 1",0,0,2016,5,57.2972,-158.6322,141,94.725,38,"DY16-07_57.2972_-158.6322_2016-05-21 5:05_505",0,409,"5/21/2016",213914,"DY16-07_20_1",5.81180909090909,31.2849090909091,"5/21/2016","DY16-07_20_1"
"1324",5069,"DY16-07",149,1,"2016-06-02 10:39","DY16-07 149 1 60BON 1",8.4468,12.60716,2016,6,58.5257,-170.5252,153,158.64,80,"DY16-07_58.5257_-170.5252_2016-06-02 10:39_505",2,409,"6/2/2016",213914,"DY16-07_149_1",6.02342727272727,32.0947909090909,"6/2/2016","DY16-07_149_1"
"1325",5070,"DY16-07",150,1,"2016-06-02 12:46","DY16-07 150 1 60BON 1",0,0,2016,6,58.631,-171.1177,153,132.493,88,"DY16-07_58.631_-171.1177_2016-06-02 12:46_505",0,409,"6/2/2016",213914,"DY16-07_150_1",5.12888181818182,32.2599181818182,"6/2/2016","DY16-07_150_1"
"1326",5072,"DY16-07",200,1,"2016-06-07 0:04","DY16-07 200 1 60BON 1",0,0,2016,6,58.1255,-168.1345,158,120.719,67,"DY16-07_58.1255_-168.1345_2016-06-07 0:04_505",0,409,"6/7/2016",213914,"DY16-07_200_1",6.85542727272727,32.0605636363636,"6/7/2016","DY16-07_200_1"
"1327",5073,"DY16-06",9,2,"2016-05-05 16:06","DY16-06 9 2 60BON 1",0,0,2016,5,56.95,-163.8353,125,42.661,71,"DY16-06_56.95_-163.8353_2016-05-05 16:06_333",0,409,"5/5/2016",213914,"DY16-06_9_2",5.59807272727273,31.7480545454545,"5/5/2016","DY16-06_9_2"
"1328",5074,"DY16-06",30,5,"2016-05-07 5:09","DY16-06 30 5 60BON 1",25.51131,43.2395,2016,5,57.8332,-168.8715,127,92.508,71,"DY16-06_57.8332_-168.8715_2016-05-07 5:09_333",4,409,"5/7/2016",213914,"DY16-06_30_5",4.0134,32.1043818181818,"5/7/2016","DY16-06_30_5"
"1329",5075,"DY16-06",31,2,"2016-05-07 7:02","DY16-06 31 2 60BON 1",21.86266,37.69424,2016,5,58.0602,-168.7075,127,106.117,70,"DY16-06_58.0602_-168.7075_2016-05-07 7:02_333",4,409,"5/7/2016",213914,"DY16-06_31_2",3.48213636363636,32.1933181818182,"5/7/2016","DY16-06_31_2"
"1330",5076,"DY16-06",29,2,"2016-05-07 1:58","DY16-06 29 2 60BON 1",5.82224,10.03835,2016,5,57.7675,-168.4597,127,99.618,71,"DY16-06_57.7675_-168.4597_2016-05-07 1:58_333",1,409,"5/7/2016",213914,"DY16-06_29_2",3.51380909090909,32.2068545454545,"5/7/2016","DY16-06_29_2"
"1331",5077,"DY16-07",21,1,"2016-05-21 7:13","DY16-07 21 1 60BON 1",0,0,2016,5,57.3987,-159.2458,141,123.319,53,"DY16-07_57.3987_-159.2458_2016-05-21 7:13_505",0,409,"5/21/2016",213914,"DY16-07_21_1",5.54653636363636,31.4608454545455,"5/21/2016","DY16-07_21_1"
"1332",5078,"DY16-07",22,1,"2016-05-21 9:19","DY16-07 22 1 60BON 1",0,0,2016,5,57.741,-159.0653,141,89.985,48,"DY16-07_57.741_-159.0653_2016-05-21 9:19_505",0,409,"5/21/2016",213914,"DY16-07_22_1",5.70342727272727,31.5486636363636,"5/21/2016","DY16-07_22_1"
"1333",5079,"DY16-07",124,1,"2016-05-30 7:48","DY16-07 124 1 60BON 1",0,0,2016,5,56.2197,-167.7072,150,211.316,137,"DY16-07_56.2197_-167.7072_2016-05-30 7:48_505",0,409,"5/30/2016",213914,"DY16-07_124_1",7.92202727272727,32.0077545454545,"5/30/2016","DY16-07_124_1"
"1334",5080,"DY16-07",126,1,"2016-05-30 12:11","DY16-07 126 1 60BON 1",0,0,2016,5,56.9073,-167.3863,150,136.01,83,"DY16-07_56.9073_-167.3863_2016-05-30 12:11_505",0,409,"5/30/2016",213914,"DY16-07_126_1",7.39568181818182,31.7422272727273,"5/30/2016","DY16-07_126_1"
"1335",5083,"DY16-06",34,2,"2016-05-07 11:27","DY16-06 34 2 60BON 1",15.48597,26.24741,2016,5,58.0442,-169.673,127,114.297,70,"DY16-06_58.0442_-169.673_2016-05-07 11:27_333",3,409,"5/7/2016",213914,"DY16-06_34_2",4.41985454545455,32.0680454545455,"5/7/2016","DY16-06_34_2"
"1336",5084,"DY16-06",52,2,"2016-05-08 17:15","DY16-06 52 2 60BON 1",73.57492,116.78559,2016,5,59.9155,-172.4233,128,85.627,74,"DY16-06_59.9155_-172.4233_2016-05-08 17:15_333",10,409,"5/8/2016",213914,"DY16-06_52_2",0.167327272727273,31.1618090909091,"5/8/2016","DY16-06_52_2"
"1337",5085,"DY16-06",54,2,"2016-05-08 20:04","DY16-06 54 2 60BON 1",0,0,2016,5,60.0375,-172.9928,128,46.025,68,"DY16-06_60.0375_-172.9928_2016-05-08 20:04_333",0,409,"5/8/2016",213914,"DY16-06_54_2",-0.475245454545455,30.8884545454545,"5/9/2016","DY16-06_54_2"
"1338",5088,"DY16-07",127,1,"2016-05-30 14:27","DY16-07 127 1 60BON 1",0,0,2016,5,57.245,-167.2332,150,34.022,76,"DY16-07_57.245_-167.2332_2016-05-30 14:27_505",0,409,"5/30/2016",213914,"DY16-07_127_1",7.20149090909091,31.9786090909091,"5/30/2016","DY16-07_127_1"
"1339",5089,"DY16-07",128,1,"2016-05-30 16:44","DY16-07 128 1 60BON 1",0,0,2016,5,57.585,-167.084,150,118.808,73,"DY16-07_57.585_-167.084_2016-05-30 16:44_505",0,409,"5/30/2016",213914,"DY16-07_128_1",7.16905454545455,32.0494909090909,"5/30/2016","DY16-07_128_1"
"1340",5090,"DY16-07",129,1,"2016-05-30 18:57","DY16-07 129 1 60BON 1",0,0,2016,5,57.9248,-166.9283,150,100.153,68,"DY16-07_57.9248_-166.9283_2016-05-30 18:57_505",0,409,"5/30/2016",213914,"DY16-07_129_1",6.73717272727273,32.0385818181818,"5/30/2016","DY16-07_129_1"
"1341",5091,"DY16-07",125,1,"2016-05-30 9:57","DY16-07 125 1 60BON 1",0,0,2016,5,56.5673,-167.5517,150,175.154,111,"DY16-07_56.5673_-167.5517_2016-05-30 9:57_505",0,409,"5/30/2016",213914,"DY16-07_125_1",7.66000909090909,31.7618454545455,"5/30/2016","DY16-07_125_1"
"1342",5092,"DY16-07",130,1,"2016-05-30 21:05","DY16-07 130 1 60BON 1",16.45423,35.77007,2016,5,58.265,-166.7728,150,83.869,55,"DY16-07_58.265_-166.7728_2016-05-30 21:05_505",3,409,"5/30/2016",213914,"DY16-07_130_1",6.61403636363636,31.9303545454545,"5/30/2016","DY16-07_130_1"
"1343",5093,"DY16-06",56,2,"2016-05-08 23:12","DY16-06 56 2 60BON 1",24.62107,43.96619,2016,5,60.2513,-173.5178,128,90.979,70,"DY16-06_60.2513_-173.5178_2016-05-08 23:12_333",4,409,"5/8/2016",213914,"DY16-06_56_2",-1.01144545454545,30.9787090909091,"5/8/2016","DY16-06_56_2"
"1344",5099,"DY16-06",76,2,"2016-05-12 17:56","DY16-06 76 2 60BON 1",0,0,2016,5,54.3062,-165.8738,132,169.725,104,"DY16-06_54.3062_-165.8738_2016-05-12 17:56_333",0,409,"5/12/2016",213914,"DY16-06_76_2",6.1646,32.2202818181818,"5/12/2016","DY16-06_76_2"
"1345",5100,"DY16-06",77,2,"2016-05-12 20:02","DY16-06 77 2 60BON 1",0,0,2016,5,54.3325,-165.4087,132,231.576,120,"DY16-06_54.3325_-165.4087_2016-05-12 20:02_333",0,409,"5/12/2016",213914,"DY16-06_77_2",5.9591,32.3084181818182,"5/12/2016","DY16-06_77_2"
"1346",5101,"DY16-06",79,2,"2016-05-12 22:35","DY16-06 79 2 60BON 1",0,0,2016,5,54.4192,-165.1188,132,231.57582,120,"DY16-06_54.4192_-165.1188_2016-05-12 22:35_333",0,409,"5/12/2016",213914,"DY16-06_79_2",5.97722727272727,32.2220636363636,"5/12/2016","DY16-06_79_2"
"1347",5102,"DY16-06",80,2,"2016-05-12 23:35","DY16-06 80 2 60BON 1",0,0,2016,5,54.4245,-164.9727,132,390.21558,61,"DY16-06_54.4245_-164.9727_2016-05-12 23:35_333",0,409,"5/12/2016",213914,"DY16-06_80_2",5.98839090909091,31.6477545454545,"5/12/2016","DY16-06_80_2"
"1348",5103,"DY16-06",81,2,"2016-05-13 2:20","DY16-06 81 2 60BON 1",0,0,2016,5,54.7135,-164.7897,133,66.59,46,"DY16-06_54.7135_-164.7897_2016-05-13 2:20_333",0,409,"5/13/2016",213914,"DY16-06_81_2",5.93544545454545,31.3646909090909,"5/13/2016","DY16-06_81_2"
"1349",5104,"DY16-06",84,2,"2016-05-13 5:49","DY16-06 84 2 60BON 1",0,0,2016,5,55.058,-165.1092,133,171.943,112,"DY16-06_55.058_-165.1092_2016-05-13 5:49_333",0,409,"5/13/2016",213914,"DY16-06_84_2",6.33134545454545,31.5779818181818,"5/13/2016","DY16-06_84_2"
"1350",5105,"DY16-06",15,2,"2016-05-06 1:50","DY16-06 15 2 60BON 1",0,0,2016,5,56.9922,-165.3785,126,113.303,71,"DY16-06_56.9922_-165.3785_2016-05-06 1:50_333",0,409,"5/6/2016",213914,"DY16-06_15_2",4.75173636363636,31.9034363636364,"5/6/2016","DY16-06_15_2"
"1351",5106,"DY16-06",17,2,"2016-05-06 4:42","DY16-06 17 2 60BON 1",0,0,2016,5,57.2622,-165.7468,126,115.291,70,"DY16-06_57.2622_-165.7468_2016-05-06 4:42_333",0,409,"5/6/2016",213914,"DY16-06_17_2",4.51875454545455,31.9630272727273,"5/6/2016","DY16-06_17_2"
"1352",5107,"DY16-06",19,2,"2016-05-06 7:50","DY16-06 19 2 60BON 1",0,0,2016,5,57.3207,-166.3382,126,108.41,69,"DY16-06_57.3207_-166.3382_2016-05-06 7:50_333",0,409,"5/6/2016",213914,"DY16-06_19_2",4.04356363636364,32.0334181818182,"5/6/2016","DY16-06_19_2"
"1353",5108,"DY16-06",21,2,"2016-05-06 11:25","DY16-06 21 2 60BON 1",4.43262,7.51292,2016,5,57.4277,-166.823,126,133.104,69,"DY16-06_57.4277_-166.823_2016-05-06 11:25_333",1,409,"5/6/2016",213914,"DY16-06_21_2",3.82484545454545,32.0582909090909,"5/6/2016","DY16-06_21_2"
"1354",5119,"DY16-07",105,1,"2016-05-28 15:18","DY16-07 105 1 60BON 1",0,0,2016,5,57.0438,-166.0348,148,86.468,76,"DY16-07_57.0438_-166.0348_2016-05-28 15:18_505",0,409,"5/28/2016",213914,"DY16-07_105_1",6.95753636363636,31.7498181818182,"5/28/2016","DY16-07_105_1"
"1355",5120,"DY16-07",106,1,"2016-05-28 17:38","DY16-07 106 1 60BON 1",0,0,2016,5,57.381,-165.8798,148,111.086,71,"DY16-07_57.381_-165.8798_2016-05-28 17:38_505",0,409,"5/28/2016",213914,"DY16-07_106_1",6.86864545454545,31.9288181818182,"5/28/2016","DY16-07_106_1"
"1356",5121,"DY16-07",107,1,"2016-05-28 20:59","DY16-07 107 1 60BON 1",0,0,2016,5,57.724,-165.714,148,87.615,66,"DY16-07_57.724_-165.714_2016-05-28 20:59_505",0,409,"5/28/2016",213914,"DY16-07_107_1",6.57454545454545,31.9535090909091,"5/28/2016","DY16-07_107_1"
"1357",5122,"DY16-07",108,1,"2016-05-28 22:55","DY16-07 108 1 60BON 1",39.16033,91.07053,2016,5,58.0617,-165.5587,148,87.844,54,"DY16-07_58.0617_-165.5587_2016-05-28 22:55_505",8,409,"5/28/2016",213914,"DY16-07_108_1",6.3059,31.8057181818182,"5/28/2016","DY16-07_108_1"
"1358",5123,"DY16-07",109,1,"2016-05-29 0:46","DY16-07 109 1 60BON 1",143.21179,387.05889,2016,5,58.4018,-165.4065,149,74.924,46,"DY16-07_58.4018_-165.4065_2016-05-29 0:46_505",29,409,"5/29/2016",213914,"DY16-07_109_1",5.80825454545455,31.6459636363636,"5/29/2016","DY16-07_109_1"
"1359",5124,"DY16-07",110,1,"2016-05-29 2:42","DY16-07 110 1 60BON 1",127.54604,455.52157,2016,5,58.7398,-165.2565,149,61.468,38,"DY16-07_58.7398_-165.2565_2016-05-29 2:42_505",28,409,"5/29/2016",213914,"DY16-07_110_1",5.99272727272727,31.6346272727273,"5/29/2016","DY16-07_110_1"
"1360",5125,"DY16-07",91,1,"2016-05-27 9:28","DY16-07 91 1 60BON 2",0,0,2016,5,57.2853,-165.2748,147,102.464,68,"DY16-07_57.2853_-165.2748_2016-05-27 9:28_505",0,409,"5/27/2016",213914,"DY16-07_91_1",6.37666363636364,31.8957454545455,"5/27/2016","DY16-07_91_1"
"1361",5126,"DY16-07",111,1,"2016-05-29 4:44","DY16-07 111 1 60BON 1",3.12916,15.64578,2016,5,59.0778,-165.1097,149,63.915,29,"DY16-07_59.0778_-165.1097_2016-05-29 4:44_505",1,409,"5/29/2016",213914,"DY16-07_111_1",6.79600909090909,31.4372545454545,"5/29/2016","DY16-07_111_1"
"1362",5127,"DY16-07",112,1,"2016-05-29 6:52","DY16-07 112 1 60BON 1",58.10671,305.82479,2016,5,59.1798,-165.7188,149,42.508,29,"DY16-07_59.1798_-165.7188_2016-05-29 6:52_505",13,409,"5/29/2016",213914,"DY16-07_112_1",6.32445454545455,31.3807363636364,"5/29/2016","DY16-07_112_1"
"1363",5128,"DY16-06",23,2,"2016-05-06 14:53","DY16-06 23 2 60BON 1",20.94162,34.33052,2016,5,57.5003,-167.3517,126,145.643,71,"DY16-06_57.5003_-167.3517_2016-05-06 14:53_333",5,409,"5/6/2016",213914,"DY16-06_23_2",3.69559090909091,32.1405727272727,"5/6/2016","DY16-06_23_2"
"1364",5129,"DY16-07",23,1,"2016-05-21 12:57","DY16-07 23 1 60BON 1",0,0,2016,5,58.1978,-159.5407,141,96.942,32,"DY16-07_58.1978_-159.5407_2016-05-21 12:57_505",0,409,"5/21/2016",213914,"DY16-07_23_1",6.61591818181818,30.2534272727273,"5/21/2016","DY16-07_23_1"
"1365",5130,"DY16-07",24,1,"2016-05-21 15:22","DY16-07 24 1 60BON 1",0,0,2016,5,57.8545,-159.7245,141,86.392,46,"DY16-07_57.8545_-159.7245_2016-05-21 15:22_505",0,409,"5/21/2016",213914,"DY16-07_24_1",5.72380909090909,31.7631818181818,"5/21/2016","DY16-07_24_1"
"1366",5131,"DY16-07",25,1,"2016-05-21 17:33","DY16-07 25 1 60BON 1",0,0,2016,5,57.4993,-159.8445,141,113.227,56,"DY16-07_57.4993_-159.8445_2016-05-21 17:33_505",0,409,"5/21/2016",213914,"DY16-07_25_1",5.41058,31.71653,"5/21/2016","DY16-07_25_1"
"1367",5132,"DY16-07",26,1,"2016-05-21 19:41","DY16-07 26 1 60BON 1",0,0,2016,5,57.1523,-160.066,141,108.334,60,"DY16-07_57.1523_-160.066_2016-05-21 19:41_505",0,409,"5/21/2016",213914,"DY16-07_26_1",5.61631818181818,31.7094,"5/21/2016","DY16-07_26_1"
"1368",5133,"DY16-07",27,1,"2016-05-21 21:44","DY16-07 27 1 60BON 1",0,0,2016,5,56.8165,-160.225,141,108.104,59,"DY16-07_56.8165_-160.225_2016-05-21 21:44_505",0,409,"5/21/2016",213914,"DY16-07_27_1",5.70155454545455,31.6607636363636,"5/21/2016","DY16-07_27_1"
"1369",5141,"DY16-07",204,1,"2016-06-07 7:47","DY16-07 204 1 60BON 2",0,0,2016,6,57.6852,-167.6782,158,100.632,69,"DY16-07_57.6852_-167.6782_2016-06-07 7:47_505",0,409,"6/7/2016",213914,"DY16-07_204_1",7.42922727272727,32.0794181818182,"6/7/2016","DY16-07_204_1"
"1370",5142,"DY16-07",203,1,"2016-06-07 5:56","DY16-07 203 1 60BON 1",0,0,2016,6,58.0235,-167.5292,158,95.49,67,"DY16-07_58.0235_-167.5292_2016-06-07 5:56_505",0,409,"6/7/2016",213914,"DY16-07_203_1",7.14090909090909,32.0401,"6/7/2016","DY16-07_203_1"
"1371",5143,"DY16-07",205,1,"2016-06-07 9:38","DY16-07 205 1 60BON 1",0,0,2016,6,57.3428,-167.8327,158,40.367,74,"DY16-07_57.3428_-167.8327_2016-06-07 9:38_505",0,409,"6/7/2016",213914,"DY16-07_205_1",7.34453636363636,32.0138818181818,"6/7/2016","DY16-07_205_1"
"1372",5144,"DY16-07",206,1,"2016-06-07 11:24","DY16-07 206 1 60BON 1",0,0,2016,6,57.003,-167.9885,158,135.551,80,"DY16-07_57.003_-167.9885_2016-06-07 11:24_505",0,409,"6/7/2016",213914,"DY16-07_206_1",7.78591818181818,31.8203636363636,"6/7/2016","DY16-07_206_1"
"1373",5145,"DY16-07",28,1,"2016-05-22 0:25","DY16-07 28 1 60BON 1",0,0,2016,5,56.5787,-161.015,142,142.279,69,"DY16-07_56.5787_-161.015_2016-05-22 0:25_505",0,409,"5/22/2016",213914,"DY16-07_28_1",6.18539090909091,31.6182,"5/22/2016","DY16-07_28_1"
"1374",5146,"DY16-07",30,1,"2016-05-22 4:34","DY16-07 30 1 60BON 1",17.11244,31.68969,2016,5,57.255,-160.6598,142,126.224,66,"DY16-07_57.255_-160.6598_2016-05-22 4:34_505",4,409,"5/22/2016",213914,"DY16-07_30_1",5.85398181818182,31.8788272727273,"5/22/2016","DY16-07_30_1"
"1375",5147,"DY16-07",31,1,"2016-05-22 6:42","DY16-07 31 1 60BON 1",28.59328,60.83677,2016,5,57.6063,-160.5083,142,115.062,58,"DY16-07_57.6063_-160.5083_2016-05-22 6:42_505",7,409,"5/22/2016",213914,"DY16-07_31_1",5.82939090909091,31.8672636363636,"5/22/2016","DY16-07_31_1"
"1376",5148,"DY16-07",131,1,"2016-05-30 23:06","DY16-07 131 1 60BON 1",118.26981,319.64813,2016,5,58.6022,-166.6277,150,78.211,48,"DY16-07_58.6022_-166.6277_2016-05-30 23:06_505",25,409,"5/30/2016",213914,"DY16-07_131_1",5.70077272727273,31.6499818181818,"5/30/2016","DY16-07_131_1"
"1377",5149,"DY16-07",132,1,"2016-05-31 1:07","DY16-07 132 1 60BON 1",717.63146,2562.96951,2016,5,58.9415,-166.4817,151,56.575,38,"DY16-07_58.9415_-166.4817_2016-05-31 1:07_505",145,409,"5/31/2016",213914,"DY16-07_132_1",5.0967,31.4356545454545,"5/31/2016","DY16-07_132_1"
"1378",5150,"DY16-07",133,1,"2016-05-31 3:13","DY16-07 133 1 60BON 1",226.15095,1076.90927,2016,5,59.2788,-166.3318,151,44.572,31,"DY16-07_59.2788_-166.3318_2016-05-31 3:13_505",48,409,"5/31/2016",213914,"DY16-07_133_1",5.84465454545455,31.2762363636364,"5/31/2016","DY16-07_133_1"
